turbine id,lat_long,manufacturer,power(kW)
2759,55.129362_108.250966,SUZ:,153.12
2760,-89.245134_-12.161314,EN:,6912.0
2761,24.484284_121.056338,SG:,562.72
2762,-29.031058_-72.052507,SUZ:,8462.51
2763,-29.630834_-164.219427,GE:,5955.64
2764,-7.601672_149.922801,SG:,6579.16
2765,8.489315_-126.888032,EN:,5623.61
2766,23.817702_160.513893,SUZ:,8882.36
2767,-13.447754_106.366783,SGRE:,1720.81
2768,-60.600971_4.540025,LM:,2701.55
2769,74.821232_108.211983,SGRE:,9177.77
2770,-58.918403_-45.376324,LM:,773.64
2771,-62.837999_-163.178345,LM:,9593.75
2772,-10.367403_-26.810518,VWS:,952.44
2773,35.765352_152.664576,SUZ:,6575.83
2774,-75.060402_105.362029,EN:,945.25
2775,-52.977132_-76.02245,SGRE:,3156.05
2776,31.831686_-179.444182,VWS:,8855.3
2777,56.399627_-6.74973,SG:,8761.24
2778,-53.451173_179.174302,SG:,8665.36
2779,6.636834_-43.706423,SGRE:,1188.11
2780,-88.337165_123.850979,MHI:,9646.45
2781,-86.146008_-155.761945,VWS:,4207.33
2782,70.025198_-63.733644,GOLD:,3326.31
2783,16.454137_95.000654,SG:,7354.52
2784,-13.013012_-80.039004,NG:,7698.98
2785,-86.182924_45.224384,SUZ:,7101.72
2786,62.606071_179.173195,SG:,8349.45
2787,3.840972_-121.538203,LM:,9870.19
2788,17.076628_-136.935051,SGRE:,687.92
2789,-31.949292_22.785946,SUZ:,4329.4
2790,-74.805014_126.305684,SUZ:,7135.24
2791,-73.79882_-135.742338,LM:,7578.85
2792,82.547186_77.194252,GOLD:,1637.6
2793,86.449824_-63.916747,VWS:,2752.24
2794,87.391716_75.997924,GE:,4552.82
2795,-60.070797_8.022961,GOLD:,7530.44
2796,49.052321_32.310909,LM:,9123.76
2797,87.025651_-122.943546,SUZ:,8003.54
2798,74.683357_-68.459066,LM:,3344.16
2799,-81.152553_-38.185531,EN:,7237.54
2800,-73.919981_28.424257,GOLD:,4332.11
2801,54.301361_-153.792799,SGRE:,2455.99
2802,85.538887_-174.64695,SG:,9973.65
2803,55.064276_-55.226824,NG:,17.23
2804,42.333488_-31.878752,EN:,2595.75
2805,-44.180216_102.561531,GE:,3585.31
2806,56.714967_160.761902,MHI:,8083.5
2807,87.376364_-106.582675,SUZ:,5230.41
2808,-16.973578_36.902733,NG:,7583.48
2809,74.210096_140.223284,VWS:,9021.84
2810,-16.914163_106.421641,SG:,4927.18
2811,51.28585_-59.907488,SG:,2533.27
2812,-64.05769_42.48038,GOLD:,8866.24
2813,15.227069_-63.547308,SGRE:,1619.79
2814,66.235215_-139.480818,SGRE:,1100.82
2815,-9.109414_45.377006,GE:,5918.47
2816,-82.49945_-57.578688,SGRE:,656.89
2817,14.061938_-58.397529,SG:,125.35
2818,45.029657_145.513623,EN:,9318.01
2819,-35.739309_-161.276661,LM:,5822.21
2820,-72.875501_-172.155763,MHI:,9589.03
2821,32.063255_121.415029,SUZ:,7374.42
2822,-46.913391_-53.37013,LM:,4699.35
2823,22.019459_-96.071406,EN:,7218.41
2824,-73.325774_106.444325,EN:,8171.5
2825,-4.196623_-65.261957,EN:,2397.75
2826,-21.176288_5.057236,EN:,8996.19
2827,-85.207469_-112.171609,GOLD:,5033.57
2828,-48.133265_-60.051341,GE:,4914.23
2829,-10.270673_5.367152,EN:,6426.94
2830,11.033265_-30.967508,GOLD:,3382.63
2831,83.377965_27.645095,MHI:,2193.99
2832,47.77969_146.901839,SGRE:,6471.65
2833,-0.040925_5.477426,GOLD:,8090.87
2834,-85.495259_-112.087867,GE:,9025.15
2835,-9.7978_119.354006,GOLD:,5153.82
2836,81.366722_-132.299032,NG:,9397.14
2837,9.404618_88.024266,GE:,2538.72
2838,26.924398_-73.517374,GE:,5506.1
2839,24.007249_88.724388,SUZ:,7158.87
2840,-32.490446_156.547701,VWS:,8333.96
2841,-87.92777_141.863229,SUZ:,845.14
2842,-12.678554_-2.805728,SG:,4265.12
2843,-83.587113_-41.81465,VWS:,6398.73
2844,80.309149_166.792271,LM:,7841.88
2845,-64.72223_152.186133,NG:,2065.52
2846,-10.16934_-27.826996,EN:,9694.49
2847,1.228284_97.14722,VWS:,4701.08
2848,6.920424_-51.293946,NG:,3954.55
2849,-76.304596_-167.592489,SG:,2526.47
2850,-42.371434_17.967253,SGRE:,5535.06
2851,82.589138_-119.723438,SGRE:,6044.25
2852,59.997165_136.002824,SG:,5113.22
2853,29.829253_-152.664706,SUZ:,9350.25
2854,-12.569061_74.306967,GOLD:,5164.04
2855,-18.687913_169.905739,SUZ:,2886.85
2856,-33.497401_113.102465,SGRE:,1060.7
2857,27.899172_76.706919,SG:,2351.85
2858,1.541422_42.790405,MHI:,9788.28
2859,-75.192328_70.166382,SG:,4338.94
2860,-84.948282_166.601163,LM:,6269.43
2861,-81.490099_-29.871183,SGRE:,6028.22
2862,6.283765_111.817841,SG:,8027.32
2863,-30.034368_40.392249,GOLD:,6692.87
2864,73.164393_-153.83929,VWS:,8058.62
2865,-88.67496_57.29629,GE:,8068.72
2866,80.479079_20.445906,MHI:,1386.58
2867,-81.764083_-171.262969,SG:,219.23
2868,-42.263537_-125.822072,NG:,234.67
2869,25.041755_-5.950924,SUZ:,3813.87
2870,-20.913137_-40.091615,EN:,9359.52
2871,32.583659_-3.284928,MHI:,1559.82
2872,6.140901_-145.133891,VWS:,5013.48
2873,-6.374264_102.526183,SUZ:,9088.04
2874,26.069835_-141.801392,NG:,1163.64
2875,78.747243_48.881404,VWS:,8666.58
2876,-79.963951_-95.807705,SUZ:,3842.74
2877,30.086087_-79.90975,MHI:,4763.46
2878,50.246479_128.695944,LM:,8813.92
2879,-4.469759_11.849739,NG:,6902.69
2880,-44.942528_22.519566,LM:,4077.0
2881,-39.818611_95.403388,GOLD:,1660.49
2882,-37.134524_-165.331474,GOLD:,2050.77
2883,-4.705614_123.046011,LM:,6268.17
2884,53.525365_-115.443641,GE:,4197.57
2885,8.959189_-69.881189,GOLD:,8186.09
2886,-11.099821_-152.208461,VWS:,5961.4
2887,-86.674586_72.762403,LM:,6564.86
2888,26.845466_-86.567024,SG:,9753.69
2889,0.18347_-32.115531,LM:,8372.16
2890,-73.54929_137.052906,SG:,4451.81
2891,-56.058546_149.590895,VWS:,9011.68
2892,55.375311_-30.859614,MHI:,8860.8
2893,52.052042_-80.042672,SG:,234.18
2894,2.963782_35.370667,SG:,1563.48
2895,86.066203_15.332586,LM:,9535.7
2896,78.034737_-71.595681,GOLD:,4658.01
2897,-47.610097_-60.516028,GOLD:,8379.48
2898,-68.544418_13.99446,SGRE:,873.41
2899,17.315878_-41.23956,EN:,7819.15
2900,9.279334_-151.716598,NG:,7926.81
2901,-24.373264_33.4868,SG:,9630.52
2902,-32.049011_-143.627241,SG:,9588.99
2903,-69.812904_98.177156,GE:,2815.32
2904,57.659687_106.679647,SGRE:,2875.68
2905,-82.710713_98.427089,MHI:,5542.72
2906,74.713193_-24.936614,SG:,2947.71
2907,76.606631_-11.459412,SG:,2863.91
2908,49.717652_-70.000461,EN:,3198.48
2909,-58.660579_22.449563,NG:,1983.9
2910,80.280697_26.120339,GOLD:,4293.85
2911,40.22413_105.483574,SGRE:,458.47
2912,71.626498_-68.859888,NG:,5357.2
2913,-39.622153_-176.639099,MHI:,2860.95
2914,-36.802492_-4.55979,SUZ:,3322.71
2915,29.245479_-26.376711,NG:,9875.1
2916,67.427363_-99.41121,GE:,7920.88
2917,-53.300344_-126.626192,SG:,1187.92
2918,-10.657709_6.026755,LM:,4147.4
2919,-89.841716_-8.354135,MHI:,7555.72
2920,61.315486_-150.546765,EN:,7836.97
2921,15.446969_79.971668,SUZ:,7223.55
2922,27.840297_-178.540726,VWS:,4046.43
2923,4.682469_100.9986,SG:,2331.85
2924,-24.655181_47.590692,SGRE:,561.05
2925,47.600536_120.103398,NG:,6697.6
2926,-42.427731_-77.117736,SGRE:,2191.8
2927,-37.186753_133.817743,EN:,4529.58
2928,-83.502281_-66.820438,NG:,9561.37
2929,72.81276_127.038642,EN:,5731.74
2930,76.78688_-5.792178,GE:,1749.75
2931,-69.925111_47.179008,SGRE:,9982.64
2932,-56.667064_-98.60911,MHI:,2272.41
2933,-59.030013_-27.938405,SUZ:,3440.43
2934,15.644309_149.790242,MHI:,4276.77
2935,-47.728618_119.63681,NG:,3957.06
2936,70.568488_-23.85861,MHI:,2882.73
2937,5.437538_36.256673,VWS:,317.81
2938,-82.677313_-52.766391,GOLD:,7183.65
2939,38.652489_-122.128795,GOLD:,8084.62
2940,35.499218_-1.615012,SG:,5578.99
2941,-24.567148_-118.819268,GE:,5478.29
2942,23.899115_47.117448,NG:,489.27
2943,-85.566533_-54.725896,NG:,5995.55
2944,24.920942_-18.18329,SGRE:,59.26
2945,78.011852_73.232129,SGRE:,3485.35
2946,71.625622_168.719869,EN:,1433.9
2947,20.35113_63.307478,EN:,1111.11
2948,-57.245843_115.854286,NG:,9314.54
2949,-9.783925_-146.203338,SG:,2528.73
2950,5.183527_158.079961,EN:,5156.07
2951,86.556091_92.93142,VWS:,4017.73
2952,41.956019_-115.624131,EN:,7048.28
2953,-83.366731_147.388568,GE:,813.27
2954,-36.699093_-137.357289,EN:,8998.87
2955,21.966895_-55.460851,GOLD:,115.97
2956,-32.469447_-51.848571,GOLD:,8516.34
2957,-53.966214_139.682424,SG:,2300.45
2958,60.948306_-161.476059,SUZ:,765.43
2959,46.554499_148.907111,VWS:,1344.26
2960,-5.018614_131.504933,SGRE:,8453.98
2961,-8.122614_-76.307806,EN:,2689.76
2962,76.136168_-105.094922,VWS:,8356.09
2963,-84.549491_-100.506004,NG:,2305.17
2964,6.137031_57.833707,SGRE:,8728.75
2965,14.269267_-129.897102,MHI:,5183.41
2966,23.096974_14.377718,VWS:,8266.07
2967,36.203516_128.079505,SUZ:,1237.25
2968,-17.667208_57.354716,SG:,9115.8
2969,24.190847_153.75362,EN:,1438.84
2970,-38.043464_-153.03323,EN:,3977.05
2971,4.619079_154.957404,VWS:,4791.55
2972,-47.246932_-47.256292,GE:,4834.35
2973,4.195535_-168.025765,SGRE:,7524.86
2974,-66.988624_152.814087,SGRE:,9935.16
2975,-54.018471_117.995065,SUZ:,1677.12
2976,-27.352199_-105.35065,NG:,6763.31
2977,13.103277_-37.779726,LM:,5324.87
2978,-16.581438_34.351614,EN:,4941.15
2979,-31.647183_-138.235751,GE:,2968.66
2980,7.880553_-145.909465,GOLD:,9728.03
2981,-9.524977_-66.223744,GE:,1387.9
2982,-1.290504_-40.125753,NG:,4697.78
2983,13.523655_54.314535,SGRE:,9298.28
2984,-0.091578_-91.971469,GOLD:,3157.31
2985,50.7455_-130.334699,GOLD:,6318.45
2986,-32.981817_-132.456936,SG:,2770.72
2987,-85.130114_-152.448139,NG:,8419.2
2988,72.169371_-61.8994,SGRE:,4764.63
2989,52.727067_-18.235458,GE:,5108.04
2990,-13.48523_-154.295305,SG:,5059.0
2991,-58.187916_104.582867,EN:,838.85
2992,36.666336_94.238477,VWS:,1830.27
2993,67.909093_-151.790402,GE:,4601.55
2994,-75.972531_-38.518789,SUZ:,4559.68
2995,36.937067_163.168118,LM:,7105.66
2996,55.00303_74.256886,GOLD:,3264.03
2997,88.709033_-179.49167,MHI:,2378.12
2998,73.217612_-59.228754,VWS:,5451.62
2999,-31.262526_23.224329,SG:,5815.61
3000,-69.788932_-20.794547,GOLD:,8464.31
3001,-41.181298_166.966306,NG:,7649.56
3002,11.018584_-91.769869,EN:,188.5
3003,78.509334_8.415669,SG:,1426.87
3004,72.787796_-60.130549,GOLD:,5950.85
3005,75.666158_-100.270837,SG:,5319.09
3006,48.221317_148.724061,MHI:,1915.43
3007,34.405524_-125.344429,SUZ:,910.68
3008,-4.492223_153.158518,SGRE:,3979.91
3009,-47.217548_38.007499,GOLD:,5214.7
3010,-65.750307_-60.711486,NG:,49.1
3011,-6.407409_87.824246,SG:,7257.54
3012,-40.44981_12.884626,NG:,9527.52
3013,-62.318805_36.261126,LM:,2633.63
3014,53.091211_-86.963072,VWS:,6425.41
3015,18.781093_-68.085735,SGRE:,3606.33
3016,-53.780418_-175.010729,VWS:,3986.82
3017,1.312485_89.028355,SGRE:,9566.57
3018,24.451562_-54.992933,LM:,3823.56
3019,7.204815_11.566013,SG:,9934.82
3020,89.162146_-86.88202,VWS:,8439.84
3021,-56.070976_-136.338156,MHI:,6574.49
3022,-32.493729_178.293412,LM:,2288.53
3023,-5.12488_108.158119,LM:,8599.41
3024,-48.328196_5.402914,EN:,9456.7
3025,-74.552734_154.265268,VWS:,4198.52
3026,49.421969_-156.854263,SG:,5215.57
3027,-50.844523_-6.851892,MHI:,1774.96
3028,-84.062853_17.017186,MHI:,6264.29
3029,59.83626_-135.706936,SGRE:,402.94
3030,45.85204_-64.67713,MHI:,7584.09
3031,-44.528193_104.434195,MHI:,2622.64
3032,-83.834157_158.990243,LM:,8657.3
3033,54.137261_-107.763154,GOLD:,9520.58
3034,-77.167846_-143.631171,VWS:,89.26
3035,-0.6198_75.684361,GE:,6218.08
3036,-43.168027_-94.672299,GE:,9172.15
3037,42.517136_-43.492741,GOLD:,5408.63
3038,-49.770282_66.251224,SGRE:,6330.02
3039,83.928939_80.748723,EN:,9514.69
3040,-30.845141_76.452983,EN:,9513.22
3041,23.853188_29.957553,NG:,5287.99
3042,46.800136_-115.295804,SUZ:,2622.5
3043,-38.422359_102.850846,VWS:,198.0
3044,21.733512_9.526965,GOLD:,7599.48
3045,55.72966_-92.184269,SG:,657.17
3046,-24.141401_132.227225,GOLD:,2055.28
3047,-31.250265_-122.402582,SGRE:,917.81
3048,28.741253_-78.281483,LM:,2782.59
3049,52.872517_101.137046,EN:,3059.88
3050,-19.40645_-74.975506,NG:,7359.77
3051,-40.044947_-73.159834,MHI:,3498.87
3052,-83.277093_-72.686064,GOLD:,2949.11
3053,-53.73054_26.027312,GE:,8083.87
3054,42.750141_106.518699,SGRE:,2171.86
3055,9.088234_-12.197543,SGRE:,7036.83
3056,-41.448317_-126.604862,SGRE:,1217.45
3057,47.306628_11.61151,GE:,8289.9
3058,20.351281_119.011618,SGRE:,3555.13
3059,34.353039_-97.198086,MHI:,9184.98
3060,26.399142_-145.93588,GE:,1881.77
3061,-61.571372_64.692889,EN:,1969.77
3062,77.037865_123.37284,NG:,4492.77
3063,-75.830224_-138.744101,EN:,9356.07
3064,25.19488_111.99227,NG:,2739.3
3065,-28.536451_-39.070511,EN:,897.35
3066,-17.427144_-116.84344,SG:,3009.97
3067,77.353878_-154.879368,MHI:,7308.38
3068,8.599003_71.085978,MHI:,5197.46
3069,76.911105_-123.645011,SUZ:,3666.65
3070,30.412693_-4.677218,MHI:,8711.22
3071,-2.549176_-107.249444,GE:,3632.74
3072,-6.070094_-11.3452,GOLD:,7398.32
3073,-3.27681_108.724561,SUZ:,1877.79
3074,37.672623_20.962878,GOLD:,3175.57
3075,6.180219_-177.277524,MHI:,9440.58
3076,73.632719_123.421102,NG:,510.56
3077,34.184139_-72.138278,NG:,6522.28
3078,40.084623_117.414319,LM:,5622.91
3079,-13.771287_-2.891146,LM:,7260.24
3080,73.708317_-145.394568,VWS:,2239.7
3081,44.448874_66.522919,NG:,5946.24
3082,-50.147933_-172.848142,MHI:,9378.8
3083,-12.266968_158.051222,VWS:,7759.45
3084,44.892914_159.168518,SGRE:,5975.85
3085,71.018337_32.076902,SUZ:,5609.79
3086,-24.524891_-36.89093,VWS:,5907.06
3087,68.207931_44.700101,VWS:,5287.82
3088,72.545838_78.997273,VWS:,548.69
3089,-82.775237_-160.540364,SG:,6422.45
3090,28.058979_-97.070273,GE:,5123.3
3091,48.661161_-47.255478,LM:,4326.66
3092,-32.239739_23.383859,GOLD:,7959.55
3093,18.93076_-2.264628,GE:,9448.4
3094,64.665718_-61.194974,GE:,5648.41
3095,48.37235_82.655801,GE:,4534.04
3096,-67.314626_57.924039,SUZ:,5268.5
3097,-18.20435_-9.223568,GE:,5535.3
3098,-59.069494_63.622685,GOLD:,3908.61
3099,-83.303269_-179.88447,MHI:,4635.28
3100,44.423025_178.168556,NG:,7009.62
3101,69.421105_-29.703894,SGRE:,6573.68
3102,73.148076_63.266977,NG:,6435.84
3103,18.631897_71.799138,MHI:,2081.06
3104,59.216285_114.213854,GOLD:,4513.51
3105,-66.067546_-22.835217,GE:,5435.83
3106,22.068523_-88.498615,SUZ:,5273.11
3107,-52.980239_31.958597,MHI:,415.71
3108,-44.108546_22.050569,NG:,3562.7
3109,70.309452_84.461428,MHI:,5045.15
3110,-89.539462_-166.639876,EN:,2076.79
3111,-21.833737_-115.092169,SGRE:,5700.87
3112,36.504653_-56.080413,GOLD:,9775.33
3113,43.49143_67.50043,GOLD:,8147.84
3114,33.928121_-10.135977,SUZ:,3409.27
3115,-44.824816_107.489853,GE:,7148.83
3116,-73.276107_115.687412,MHI:,4466.78
3117,-88.035707_-18.018132,SGRE:,3584.28
3118,10.562362_-149.039534,SGRE:,2411.43
3119,17.074946_-69.774147,NG:,3744.8
3120,-0.700953_-42.953358,NG:,2509.9
3121,-18.642644_86.848054,EN:,5561.37
3122,2.508806_129.573011,VWS:,3409.77
3123,86.266505_178.426817,MHI:,6294.73
3124,62.484043_99.866161,SUZ:,3803.66
3125,-53.785423_-70.143244,VWS:,3592.28
3126,-69.201235_4.255798,VWS:,6874.19
3127,-64.065585_-68.739986,EN:,6733.21
3128,13.50438_-130.414131,MHI:,7828.18
3129,-47.035892_146.782988,SG:,2511.81
3130,64.779243_140.643759,EN:,9828.65
3131,29.598009_14.994408,GE:,9939.65
3132,-20.115483_38.672855,VWS:,5440.41
3133,-2.211426_-175.077596,SG:,6889.02
3134,25.106644_147.876916,VWS:,4785.92
3135,38.365361_-173.324814,GOLD:,3434.29
3136,-35.878426_101.170125,SUZ:,2280.73
3137,23.517749_-179.989146,SG:,5333.03
3138,-36.812199_-151.754621,SGRE:,7946.53
3139,-40.458173_-127.701992,SG:,2155.46
3140,-56.704352_-100.522792,SUZ:,555.0
3141,-15.169385_-154.53312,VWS:,2243.43
3142,72.812885_166.339572,EN:,2115.53
3143,-0.491951_-139.000253,SUZ:,676.43
3144,-32.811957_37.130808,MHI:,9043.1
3145,-61.455636_-134.633671,EN:,3397.71
3146,8.606858_-122.464252,GE:,8998.25
3147,53.743259_-51.181897,LM:,2964.78
3148,32.570361_148.836371,SUZ:,5561.99
3149,-45.805946_-19.387002,MHI:,1036.89
3150,-89.919947_178.350655,SUZ:,7169.68
3151,-54.523184_-177.525957,LM:,5583.13
3152,-42.913644_-163.135611,SUZ:,1761.3
3153,-56.637117_136.615791,SG:,2698.37
3154,-8.225454_22.957904,SG:,5898.18
3155,36.960105_85.528312,SGRE:,5923.3
3156,10.295064_23.374749,LM:,1205.42
3157,-58.817748_147.901802,NG:,6284.24
3158,36.368458_90.804742,SGRE:,6002.1
3159,22.103626_169.996977,VWS:,286.14
3160,-62.113382_-46.162422,GOLD:,4081.56
3161,85.467638_-35.366524,SG:,292.27
3162,-60.215727_-8.347739,GOLD:,7270.55
3163,46.939509_105.641126,EN:,7046.02
3164,5.592601_-18.908533,SGRE:,5056.53
3165,60.372609_159.664928,VWS:,7913.3
3166,-87.758766_116.760154,GE:,6197.81
3167,45.341979_172.8588,NG:,9343.68
3168,74.749814_54.521874,MHI:,8256.17
3169,-80.684943_49.674205,GOLD:,7592.91
3170,73.237325_35.796645,EN:,8097.46
3171,74.403805_-113.995445,GOLD:,7861.94
3172,-25.564501_-29.56958,NG:,2643.49
3173,20.494221_-5.761266,SG:,4905.1
3174,39.151943_-29.964632,MHI:,7026.17
3175,-39.43725_-90.549526,SGRE:,9545.81
3176,9.287189_-37.222909,MHI:,6957.65
3177,-1.861252_152.838953,MHI:,907.82
3178,-35.760788_174.295747,VWS:,9636.17
3179,-39.145468_132.794616,SUZ:,3422.25
3180,53.45177_166.029425,GE:,590.52
3181,36.10165_-128.271975,GE:,7332.73
3182,18.343626_-119.686762,SG:,4697.1
3183,-77.256579_123.008596,GE:,465.62
3184,-76.298524_-176.094943,GE:,9133.82
3185,-7.926272_10.026902,NG:,1968.62
3186,-68.4522_-112.480845,GE:,5298.34
3187,-13.114236_-171.359142,SGRE:,4311.2
3188,59.067882_-19.297262,SG:,9412.54
3189,-22.441458_-173.175722,MHI:,5266.1
3190,-8.937082_-75.941883,VWS:,9574.38
3191,15.601248_154.185619,VWS:,8675.9
3192,-52.798635_91.225556,NG:,441.82
3193,41.316255_69.49275,EN:,9381.27
3194,-49.561103_-97.895732,MHI:,9384.2
3195,-9.431159_156.564958,NG:,4396.03
3196,14.083217_86.565886,SUZ:,2399.24
3197,-57.069279_48.810674,EN:,2592.27
3198,60.52529_-53.45211,SUZ:,9258.79
3199,8.907348_36.577446,SUZ:,3187.11
3200,-41.342223_10.706222,EN:,7217.06
3201,-6.075401_-90.536463,EN:,8379.54
3202,-10.645193_-120.07905,SGRE:,8652.09
3203,-78.593885_-21.810645,GOLD:,8656.44
3204,28.005141_-128.590865,LM:,6885.2
3205,42.566706_13.270675,GE:,6226.41
3206,-61.079422_19.736427,EN:,4366.77
3207,24.688243_107.422894,SUZ:,1719.42
3208,70.05438_72.252896,SGRE:,129.65
3209,6.579472_13.715541,SUZ:,2886.71
3210,-37.991958_49.321067,GOLD:,2617.69
3211,60.789898_81.214833,EN:,4478.5
3212,61.118906_31.190891,GOLD:,4156.17
3213,20.558289_-176.802057,MHI:,7609.38
3214,-69.985819_-153.844829,SUZ:,4888.44
3215,-41.724534_-96.205078,MHI:,8432.34
3216,-37.050486_-4.693308,NG:,915.65
3217,9.16013_58.439285,EN:,7752.15
3218,-1.489197_125.036731,SG:,4934.3
3219,12.920163_63.283767,SUZ:,9862.94
3220,4.349678_17.691144,GE:,4194.96
3221,-8.372251_114.807069,EN:,1692.53
3222,39.165409_129.115707,SG:,7445.27
3223,-76.558225_141.873607,SUZ:,6129.7
3224,-79.273776_97.778977,GOLD:,309.31
3225,-20.33202_-8.450424,NG:,8472.07
3226,-48.959559_-170.153797,NG:,7502.31
3227,16.471784_-49.893394,GE:,2497.25
3228,-12.568344_-98.670233,LM:,2124.48
3229,-2.724678_72.839168,SUZ:,9198.5
3230,26.174843_78.187444,SG:,1581.26
3231,55.313409_164.230768,VWS:,2159.28
3232,22.053506_-149.54343,GOLD:,3336.7
3233,-55.028329_2.249533,GOLD:,8809.09
3234,-8.214114_-66.572231,VWS:,3276.58
3235,-34.139965_156.54162,NG:,6714.35
3236,24.722152_173.700066,MHI:,4034.16
3237,-65.685136_-107.626558,SGRE:,5478.04
3238,58.157535_158.483385,SG:,5209.13
3239,65.414672_84.963515,SG:,6591.12
3240,-44.912655_-144.639077,SUZ:,8078.78
3241,51.822133_-130.117092,SUZ:,5557.08
3242,-82.626527_135.48736,SUZ:,6512.16
3243,-33.922699_85.716833,LM:,695.65
3244,-18.464548_-11.03069,GE:,7581.04
3245,27.909667_-95.389193,MHI:,2933.79
3246,48.305558_102.106009,SG:,8470.39
3247,54.205151_105.725842,GE:,4650.82
3248,39.574003_159.99529,SG:,5340.72
3249,-27.928076_119.268434,SUZ:,683.46
3250,36.622233_-50.605306,SG:,7280.94
3251,82.061287_170.649369,EN:,8686.45
3252,63.73321_20.564482,SGRE:,5375.82
3253,36.027024_-60.476775,MHI:,5983.72
3254,-72.931136_25.851822,LM:,8411.87
3255,-83.452883_175.534247,LM:,7419.41
3256,40.84606_73.603863,NG:,21.59
3257,77.002505_-18.272161,LM:,8204.36
3258,-14.939848_170.087661,SG:,7140.3
3259,6.751923_168.505448,MHI:,3750.64
3260,-27.326209_109.8121,GE:,6421.12
3261,-15.721369_-171.709296,GE:,2599.75
3262,-0.56994_-51.877542,LM:,6019.28
3263,-83.474579_-179.758903,SUZ:,3283.93
3264,-1.353947_-154.078236,EN:,282.79
3265,-26.369008_-175.909323,SGRE:,4655.45
3266,89.55452_-0.838996,NG:,7440.98
3267,-22.295571_144.62648,VWS:,7229.0
3268,88.492199_-75.33261,SUZ:,7615.45
3269,-24.344694_-80.549644,EN:,9481.47
3270,70.313243_127.259889,NG:,7581.83
3271,-40.411425_93.724936,LM:,2270.77
3272,10.737504_-175.07184,GOLD:,2225.97
3273,-63.515364_30.553608,GE:,2900.42
3274,46.521447_-2.09039,GOLD:,6480.29
3275,0.44113_109.840799,GE:,648.14
3276,-83.43975_-73.748512,SUZ:,694.99
3277,-10.959204_155.305816,NG:,5736.22
3278,19.567867_132.016566,GOLD:,4653.05
3279,51.132238_-172.401505,GOLD:,7165.32
3280,87.650328_178.300952,NG:,1214.6
3281,-36.327216_78.282632,SGRE:,8968.68
3282,-11.126594_76.180625,LM:,8942.53
3283,-69.684275_108.317618,GOLD:,1861.01
3284,52.528214_47.884016,NG:,361.85
3285,-66.825242_-102.764532,VWS:,5293.35
3286,-63.248079_-163.342936,SGRE:,680.35
3287,-2.945921_-144.649672,LM:,2669.84
3288,-22.497519_121.48707,SGRE:,3525.8
3289,3.138114_93.124353,MHI:,1897.04
3290,-59.564782_-67.693028,SGRE:,3748.1
3291,62.46638_-161.191389,NG:,6942.21
3292,-88.940746_78.749255,SUZ:,4140.17
3293,52.739516_-93.295663,GOLD:,414.28
3294,1.368754_-151.323211,NG:,7603.69
3295,-0.439711_18.926885,LM:,3431.15
3296,-81.216942_1.945607,GOLD:,610.5
3297,-29.731435_-170.757514,SGRE:,6092.98
3298,14.673386_98.438176,LM:,9906.53
3299,-18.973909_103.042516,GE:,8407.85
3300,0.102426_-61.720178,SG:,2305.98
3301,64.035558_-151.466595,EN:,1970.51
3302,29.938922_-15.778435,GE:,4464.26
3303,-51.628078_143.694783,SUZ:,3571.5
3304,12.437507_-92.151414,SUZ:,7314.22
3305,25.414453_145.036144,NG:,833.02
3306,44.600594_-0.831501,SG:,5393.55
3307,35.099484_-19.010852,SG:,1338.92
3308,23.412484_4.171485,MHI:,9030.6
3309,58.481414_16.463932,GOLD:,7111.92
3310,-20.856631_-35.116638,LM:,9423.78
3311,36.210268_-15.899217,GE:,8181.05
3312,61.530691_47.863846,GE:,3906.01
3313,76.850695_-74.128037,VWS:,1888.73
3314,18.592874_66.087707,SUZ:,7247.0
3315,38.898536_-166.060244,GE:,9870.07
3316,61.705361_-64.356875,EN:,2106.97
3317,-61.67745_-69.708266,GE:,4747.7
3318,-10.080805_16.474052,SG:,6075.7
3319,-2.417038_-95.071281,GOLD:,8345.22
3320,41.477757_79.198751,NG:,7552.88
3321,41.377464_39.807068,SGRE:,9975.73
3322,9.879476_-139.942376,LM:,6813.42
3323,-34.798008_-111.681146,EN:,7004.65
3324,53.15286_36.583752,GE:,4760.58
3325,-34.517067_-69.825532,NG:,8490.44
3326,70.003568_-97.168619,VWS:,471.99
3327,-76.732416_170.585283,GE:,2433.36
3328,68.399706_10.887216,SGRE:,8758.61
3329,88.999195_9.301798,SG:,931.79
3330,25.630361_147.473512,GE:,8774.21
3331,-19.966368_-152.268384,SG:,7105.6
3332,83.216582_-170.318547,EN:,1569.11
3333,31.103287_-52.013166,SG:,135.46
3334,-50.58805_132.859357,MHI:,2585.02
3335,-64.530792_-65.742311,VWS:,937.23
3336,-41.665574_-7.216083,SUZ:,9793.7
3337,-82.09771_-87.146645,GOLD:,2257.18
3338,-26.52227_80.908831,EN:,4297.34
3339,3.629204_176.027746,GOLD:,3377.0
3340,-72.646073_-176.086205,SUZ:,8484.18
3341,12.591263_39.532299,SG:,3825.82
3342,-12.23201_-154.828063,GOLD:,638.2
3343,88.576586_25.824808,GE:,3373.37
3344,87.587183_-48.539592,MHI:,9970.83
3345,34.033519_-41.792078,EN:,3917.64
3346,-53.354912_12.130403,GE:,7832.13
3347,56.283846_-7.93975,GE:,6785.92
