id,name,unit,sensor
AIRCRAFT-SENSOR-AIRCRAFT-368-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-368
AIRCRAFT-SENSOR-AIRCRAFT-368-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-368
AIRCRAFT-SENSOR-AIRCRAFT-368-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-368
AIRCRAFT-SENSOR-AIRCRAFT-368-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-368
AIRCRAFT-SENSOR-AIRCRAFT-369-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-369
AIRCRAFT-SENSOR-AIRCRAFT-369-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-369
AIRCRAFT-SENSOR-AIRCRAFT-369-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-369
AIRCRAFT-SENSOR-AIRCRAFT-369-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-369
AIRCRAFT-SENSOR-AIRCRAFT-37-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-37
AIRCRAFT-SENSOR-AIRCRAFT-37-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-37
AIRCRAFT-SENSOR-AIRCRAFT-37-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-37
AIRCRAFT-SENSOR-AIRCRAFT-37-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-37
AIRCRAFT-SENSOR-AIRCRAFT-370-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-370
AIRCRAFT-SENSOR-AIRCRAFT-370-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-370
AIRCRAFT-SENSOR-AIRCRAFT-370-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-370
AIRCRAFT-SENSOR-AIRCRAFT-370-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-370
AIRCRAFT-SENSOR-AIRCRAFT-371-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-371
AIRCRAFT-SENSOR-AIRCRAFT-371-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-371
AIRCRAFT-SENSOR-AIRCRAFT-371-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-371
AIRCRAFT-SENSOR-AIRCRAFT-371-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-371
AIRCRAFT-SENSOR-AIRCRAFT-372-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-372
AIRCRAFT-SENSOR-AIRCRAFT-372-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-372
AIRCRAFT-SENSOR-AIRCRAFT-372-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-372
AIRCRAFT-SENSOR-AIRCRAFT-372-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-372
AIRCRAFT-SENSOR-AIRCRAFT-373-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-373
AIRCRAFT-SENSOR-AIRCRAFT-373-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-373
AIRCRAFT-SENSOR-AIRCRAFT-373-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-373
AIRCRAFT-SENSOR-AIRCRAFT-373-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-373
AIRCRAFT-SENSOR-AIRCRAFT-374-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-374
AIRCRAFT-SENSOR-AIRCRAFT-374-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-374
AIRCRAFT-SENSOR-AIRCRAFT-374-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-374
AIRCRAFT-SENSOR-AIRCRAFT-374-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-374
AIRCRAFT-SENSOR-AIRCRAFT-375-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-375
AIRCRAFT-SENSOR-AIRCRAFT-375-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-375
AIRCRAFT-SENSOR-AIRCRAFT-375-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-375
AIRCRAFT-SENSOR-AIRCRAFT-375-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-375
AIRCRAFT-SENSOR-AIRCRAFT-376-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-376
AIRCRAFT-SENSOR-AIRCRAFT-376-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-376
AIRCRAFT-SENSOR-AIRCRAFT-376-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-376
AIRCRAFT-SENSOR-AIRCRAFT-376-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-376
AIRCRAFT-SENSOR-AIRCRAFT-377-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-377
AIRCRAFT-SENSOR-AIRCRAFT-377-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-377
AIRCRAFT-SENSOR-AIRCRAFT-377-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-377
AIRCRAFT-SENSOR-AIRCRAFT-377-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-377
AIRCRAFT-SENSOR-AIRCRAFT-378-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-378
AIRCRAFT-SENSOR-AIRCRAFT-378-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-378
AIRCRAFT-SENSOR-AIRCRAFT-378-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-378
AIRCRAFT-SENSOR-AIRCRAFT-378-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-378
AIRCRAFT-SENSOR-AIRCRAFT-379-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-379
AIRCRAFT-SENSOR-AIRCRAFT-379-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-379
AIRCRAFT-SENSOR-AIRCRAFT-379-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-379
AIRCRAFT-SENSOR-AIRCRAFT-379-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-379
AIRCRAFT-SENSOR-AIRCRAFT-38-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-38
AIRCRAFT-SENSOR-AIRCRAFT-38-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-38
AIRCRAFT-SENSOR-AIRCRAFT-38-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-38
AIRCRAFT-SENSOR-AIRCRAFT-38-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-38
AIRCRAFT-SENSOR-AIRCRAFT-380-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-380
AIRCRAFT-SENSOR-AIRCRAFT-380-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-380
AIRCRAFT-SENSOR-AIRCRAFT-380-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-380
AIRCRAFT-SENSOR-AIRCRAFT-380-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-380
AIRCRAFT-SENSOR-AIRCRAFT-381-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-381
AIRCRAFT-SENSOR-AIRCRAFT-381-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-381
AIRCRAFT-SENSOR-AIRCRAFT-381-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-381
AIRCRAFT-SENSOR-AIRCRAFT-381-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-381
AIRCRAFT-SENSOR-AIRCRAFT-382-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-382
AIRCRAFT-SENSOR-AIRCRAFT-382-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-382
AIRCRAFT-SENSOR-AIRCRAFT-382-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-382
AIRCRAFT-SENSOR-AIRCRAFT-382-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-382
AIRCRAFT-SENSOR-AIRCRAFT-383-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-383
AIRCRAFT-SENSOR-AIRCRAFT-383-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-383
AIRCRAFT-SENSOR-AIRCRAFT-383-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-383
AIRCRAFT-SENSOR-AIRCRAFT-383-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-383
AIRCRAFT-SENSOR-AIRCRAFT-384-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-384
AIRCRAFT-SENSOR-AIRCRAFT-384-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-384
AIRCRAFT-SENSOR-AIRCRAFT-384-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-384
AIRCRAFT-SENSOR-AIRCRAFT-384-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-384
AIRCRAFT-SENSOR-AIRCRAFT-385-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-385
AIRCRAFT-SENSOR-AIRCRAFT-385-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-385
AIRCRAFT-SENSOR-AIRCRAFT-385-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-385
AIRCRAFT-SENSOR-AIRCRAFT-385-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-385
AIRCRAFT-SENSOR-AIRCRAFT-386-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-386
AIRCRAFT-SENSOR-AIRCRAFT-386-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-386
AIRCRAFT-SENSOR-AIRCRAFT-386-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-386
AIRCRAFT-SENSOR-AIRCRAFT-386-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-386
AIRCRAFT-SENSOR-AIRCRAFT-387-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-387
AIRCRAFT-SENSOR-AIRCRAFT-387-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-387
AIRCRAFT-SENSOR-AIRCRAFT-387-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-387
AIRCRAFT-SENSOR-AIRCRAFT-387-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-387
AIRCRAFT-SENSOR-AIRCRAFT-388-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-388
AIRCRAFT-SENSOR-AIRCRAFT-388-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-388
AIRCRAFT-SENSOR-AIRCRAFT-388-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-388
AIRCRAFT-SENSOR-AIRCRAFT-388-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-388
AIRCRAFT-SENSOR-AIRCRAFT-389-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-389
AIRCRAFT-SENSOR-AIRCRAFT-389-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-389
AIRCRAFT-SENSOR-AIRCRAFT-389-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-389
AIRCRAFT-SENSOR-AIRCRAFT-389-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-389
AIRCRAFT-SENSOR-AIRCRAFT-39-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-39
AIRCRAFT-SENSOR-AIRCRAFT-39-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-39
AIRCRAFT-SENSOR-AIRCRAFT-39-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-39
AIRCRAFT-SENSOR-AIRCRAFT-39-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-39
AIRCRAFT-SENSOR-AIRCRAFT-390-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-390
AIRCRAFT-SENSOR-AIRCRAFT-390-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-390
AIRCRAFT-SENSOR-AIRCRAFT-390-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-390
AIRCRAFT-SENSOR-AIRCRAFT-390-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-390
AIRCRAFT-SENSOR-AIRCRAFT-391-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-391
AIRCRAFT-SENSOR-AIRCRAFT-391-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-391
AIRCRAFT-SENSOR-AIRCRAFT-391-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-391
AIRCRAFT-SENSOR-AIRCRAFT-391-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-391
AIRCRAFT-SENSOR-AIRCRAFT-392-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-392
AIRCRAFT-SENSOR-AIRCRAFT-392-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-392
AIRCRAFT-SENSOR-AIRCRAFT-392-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-392
AIRCRAFT-SENSOR-AIRCRAFT-392-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-392
AIRCRAFT-SENSOR-AIRCRAFT-393-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-393
AIRCRAFT-SENSOR-AIRCRAFT-393-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-393
AIRCRAFT-SENSOR-AIRCRAFT-393-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-393
AIRCRAFT-SENSOR-AIRCRAFT-393-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-393
AIRCRAFT-SENSOR-AIRCRAFT-394-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-394
AIRCRAFT-SENSOR-AIRCRAFT-394-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-394
AIRCRAFT-SENSOR-AIRCRAFT-394-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-394
AIRCRAFT-SENSOR-AIRCRAFT-394-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-394
AIRCRAFT-SENSOR-AIRCRAFT-395-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-395
AIRCRAFT-SENSOR-AIRCRAFT-395-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-395
AIRCRAFT-SENSOR-AIRCRAFT-395-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-395
AIRCRAFT-SENSOR-AIRCRAFT-395-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-395
AIRCRAFT-SENSOR-AIRCRAFT-396-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-396
AIRCRAFT-SENSOR-AIRCRAFT-396-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-396
AIRCRAFT-SENSOR-AIRCRAFT-396-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-396
AIRCRAFT-SENSOR-AIRCRAFT-396-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-396
AIRCRAFT-SENSOR-AIRCRAFT-397-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-397
AIRCRAFT-SENSOR-AIRCRAFT-397-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-397
AIRCRAFT-SENSOR-AIRCRAFT-397-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-397
AIRCRAFT-SENSOR-AIRCRAFT-397-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-397
AIRCRAFT-SENSOR-AIRCRAFT-398-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-398
AIRCRAFT-SENSOR-AIRCRAFT-398-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-398
AIRCRAFT-SENSOR-AIRCRAFT-398-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-398
AIRCRAFT-SENSOR-AIRCRAFT-398-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-398
AIRCRAFT-SENSOR-AIRCRAFT-399-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-399
AIRCRAFT-SENSOR-AIRCRAFT-399-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-399
AIRCRAFT-SENSOR-AIRCRAFT-399-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-399
AIRCRAFT-SENSOR-AIRCRAFT-399-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-399
AIRCRAFT-SENSOR-AIRCRAFT-4-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-4
AIRCRAFT-SENSOR-AIRCRAFT-4-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-4
AIRCRAFT-SENSOR-AIRCRAFT-4-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-4
AIRCRAFT-SENSOR-AIRCRAFT-4-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-4
AIRCRAFT-SENSOR-AIRCRAFT-40-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-40
AIRCRAFT-SENSOR-AIRCRAFT-40-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-40
AIRCRAFT-SENSOR-AIRCRAFT-40-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-40
AIRCRAFT-SENSOR-AIRCRAFT-40-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-40
AIRCRAFT-SENSOR-AIRCRAFT-400-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-400
AIRCRAFT-SENSOR-AIRCRAFT-400-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-400
AIRCRAFT-SENSOR-AIRCRAFT-400-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-400
AIRCRAFT-SENSOR-AIRCRAFT-400-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-400
AIRCRAFT-SENSOR-AIRCRAFT-401-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-401
AIRCRAFT-SENSOR-AIRCRAFT-401-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-401
AIRCRAFT-SENSOR-AIRCRAFT-401-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-401
AIRCRAFT-SENSOR-AIRCRAFT-401-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-401
AIRCRAFT-SENSOR-AIRCRAFT-402-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-402
AIRCRAFT-SENSOR-AIRCRAFT-402-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-402
AIRCRAFT-SENSOR-AIRCRAFT-402-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-402
AIRCRAFT-SENSOR-AIRCRAFT-402-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-402
AIRCRAFT-SENSOR-AIRCRAFT-403-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-403
AIRCRAFT-SENSOR-AIRCRAFT-403-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-403
AIRCRAFT-SENSOR-AIRCRAFT-403-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-403
AIRCRAFT-SENSOR-AIRCRAFT-403-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-403
AIRCRAFT-SENSOR-AIRCRAFT-404-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-404
AIRCRAFT-SENSOR-AIRCRAFT-404-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-404
AIRCRAFT-SENSOR-AIRCRAFT-404-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-404
AIRCRAFT-SENSOR-AIRCRAFT-404-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-404
AIRCRAFT-SENSOR-AIRCRAFT-405-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-405
AIRCRAFT-SENSOR-AIRCRAFT-405-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-405
AIRCRAFT-SENSOR-AIRCRAFT-405-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-405
AIRCRAFT-SENSOR-AIRCRAFT-405-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-405
AIRCRAFT-SENSOR-AIRCRAFT-406-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-406
AIRCRAFT-SENSOR-AIRCRAFT-406-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-406
AIRCRAFT-SENSOR-AIRCRAFT-406-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-406
AIRCRAFT-SENSOR-AIRCRAFT-406-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-406
AIRCRAFT-SENSOR-AIRCRAFT-407-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-407
AIRCRAFT-SENSOR-AIRCRAFT-407-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-407
AIRCRAFT-SENSOR-AIRCRAFT-407-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-407
AIRCRAFT-SENSOR-AIRCRAFT-407-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-407
AIRCRAFT-SENSOR-AIRCRAFT-408-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-408
AIRCRAFT-SENSOR-AIRCRAFT-408-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-408
AIRCRAFT-SENSOR-AIRCRAFT-408-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-408
AIRCRAFT-SENSOR-AIRCRAFT-408-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-408
AIRCRAFT-SENSOR-AIRCRAFT-409-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-409
AIRCRAFT-SENSOR-AIRCRAFT-409-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-409
AIRCRAFT-SENSOR-AIRCRAFT-409-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-409
AIRCRAFT-SENSOR-AIRCRAFT-409-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-409
AIRCRAFT-SENSOR-AIRCRAFT-41-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-41
AIRCRAFT-SENSOR-AIRCRAFT-41-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-41
AIRCRAFT-SENSOR-AIRCRAFT-41-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-41
AIRCRAFT-SENSOR-AIRCRAFT-41-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-41
