id,aircraft.id,description,priority,status,createdDate,dueDate
WORK-ORDER-2127,AIRCRAFT-214,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-18,2026-05-22
WORK-ORDER-2128,AIRCRAFT-214,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-18,2026-05-20
WORK-ORDER-2129,AIRCRAFT-470,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-18,2026-05-23
WORK-ORDER-213,AIRCRAFT-494,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-11,2026-04-16
WORK-ORDER-2130,AIRCRAFT-470,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-18,2026-05-23
WORK-ORDER-2131,AIRCRAFT-485,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-19,2026-05-21
WORK-ORDER-2132,AIRCRAFT-9,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-19,2026-05-22
WORK-ORDER-2133,AIRCRAFT-9,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-19,2026-05-24
WORK-ORDER-2134,AIRCRAFT-208,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-08,2026-02-11
WORK-ORDER-2135,AIRCRAFT-208,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-08,2026-02-10
WORK-ORDER-2136,AIRCRAFT-208,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-08,2026-02-12
WORK-ORDER-2137,AIRCRAFT-275,Repair navigation system components,HIGH,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-2138,AIRCRAFT-275,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-20,2026-05-23
WORK-ORDER-2139,AIRCRAFT-275,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-214,AIRCRAFT-494,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-11,2026-04-13
WORK-ORDER-2140,AIRCRAFT-275,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-20,2026-05-23
WORK-ORDER-2141,AIRCRAFT-275,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-2142,AIRCRAFT-408,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-2143,AIRCRAFT-408,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-2144,AIRCRAFT-408,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-20,2026-05-24
WORK-ORDER-2145,AIRCRAFT-326,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-2146,AIRCRAFT-16,Repair navigation system components,HIGH,CLOSED,2026-05-20,2026-05-23
WORK-ORDER-2147,AIRCRAFT-16,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-20,2026-05-24
WORK-ORDER-2148,AIRCRAFT-16,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-20,2026-05-21
WORK-ORDER-2149,AIRCRAFT-16,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-20,2026-05-23
WORK-ORDER-215,AIRCRAFT-494,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-11,2026-04-16
WORK-ORDER-2150,AIRCRAFT-16,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-20,2026-05-23
WORK-ORDER-2151,AIRCRAFT-154,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-20,2026-05-21
WORK-ORDER-2152,AIRCRAFT-154,Repair navigation system components,HIGH,CLOSED,2026-05-20,2026-05-24
WORK-ORDER-2153,AIRCRAFT-154,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-2154,AIRCRAFT-251,Repair navigation system components,HIGH,CLOSED,2026-05-20,2026-05-23
WORK-ORDER-2155,AIRCRAFT-251,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-20,2026-05-21
WORK-ORDER-2156,AIRCRAFT-251,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-2157,AIRCRAFT-251,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-20,2026-05-24
WORK-ORDER-2158,AIRCRAFT-12,Repair navigation system components,HIGH,CLOSED,2026-05-20,2026-05-23
WORK-ORDER-2159,AIRCRAFT-12,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-20,2026-05-25
WORK-ORDER-216,AIRCRAFT-387,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-04,2026-02-09
WORK-ORDER-2160,AIRCRAFT-106,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-21,2026-05-26
WORK-ORDER-2161,AIRCRAFT-106,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-21,2026-05-23
WORK-ORDER-2162,AIRCRAFT-106,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-21,2026-05-22
WORK-ORDER-2163,AIRCRAFT-106,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-21,2026-05-26
WORK-ORDER-2164,AIRCRAFT-106,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-21,2026-05-25
WORK-ORDER-2165,AIRCRAFT-493,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-08,2026-02-10
WORK-ORDER-2166,AIRCRAFT-493,Repair navigation system components,HIGH,CLOSED,2026-02-08,2026-02-13
WORK-ORDER-2167,AIRCRAFT-493,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-08,2026-02-13
WORK-ORDER-2168,AIRCRAFT-493,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-08,2026-02-12
WORK-ORDER-2169,AIRCRAFT-493,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-08,2026-02-10
WORK-ORDER-217,AIRCRAFT-387,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-04,2026-02-08
WORK-ORDER-2170,AIRCRAFT-22,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-21,2026-05-23
WORK-ORDER-2171,AIRCRAFT-22,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-21,2026-05-22
WORK-ORDER-2172,AIRCRAFT-22,Repair navigation system components,HIGH,CLOSED,2026-05-21,2026-05-26
WORK-ORDER-2173,AIRCRAFT-178,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-21,2026-05-22
WORK-ORDER-2174,AIRCRAFT-178,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-21,2026-05-23
WORK-ORDER-2175,AIRCRAFT-178,Repair navigation system components,HIGH,CLOSED,2026-05-21,2026-05-22
WORK-ORDER-2176,AIRCRAFT-178,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-21,2026-05-25
WORK-ORDER-2177,AIRCRAFT-185,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-21,2026-05-24
WORK-ORDER-2178,AIRCRAFT-185,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-21,2026-05-25
WORK-ORDER-2179,AIRCRAFT-185,Repair navigation system components,HIGH,CLOSED,2026-05-21,2026-05-23
WORK-ORDER-218,AIRCRAFT-387,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-04,2026-02-06
WORK-ORDER-2180,AIRCRAFT-185,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-21,2026-05-25
WORK-ORDER-2181,AIRCRAFT-403,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-21,2026-05-23
WORK-ORDER-2182,AIRCRAFT-403,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-21,2026-05-25
WORK-ORDER-2183,AIRCRAFT-403,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-21,2026-05-26
WORK-ORDER-2184,AIRCRAFT-403,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-21,2026-05-26
WORK-ORDER-2185,AIRCRAFT-403,Repair navigation system components,HIGH,CLOSED,2026-05-21,2026-05-25
WORK-ORDER-2186,AIRCRAFT-61,Repair navigation system components,HIGH,CLOSED,2026-05-21,2026-05-22
WORK-ORDER-2187,AIRCRAFT-61,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-21,2026-05-23
WORK-ORDER-2188,AIRCRAFT-61,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-21,2026-05-26
WORK-ORDER-2189,AIRCRAFT-224,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-21,2026-05-23
WORK-ORDER-219,AIRCRAFT-387,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-04,2026-02-08
WORK-ORDER-2190,AIRCRAFT-276,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-21,2026-05-26
WORK-ORDER-2191,AIRCRAFT-276,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-21,2026-05-24
WORK-ORDER-2192,AIRCRAFT-276,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-21,2026-05-25
WORK-ORDER-2193,AIRCRAFT-276,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-21,2026-05-26
WORK-ORDER-2194,AIRCRAFT-347,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-21,2026-05-25
WORK-ORDER-2195,AIRCRAFT-347,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-21,2026-05-24
WORK-ORDER-2196,AIRCRAFT-347,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-21,2026-05-23
WORK-ORDER-2197,AIRCRAFT-336,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-22,2026-05-26
WORK-ORDER-2198,AIRCRAFT-269,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-09,2026-02-14
WORK-ORDER-2199,AIRCRAFT-269,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-09,2026-02-12
WORK-ORDER-22,AIRCRAFT-35,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-05,2026-04-10
WORK-ORDER-220,AIRCRAFT-472,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-12,2026-04-16
WORK-ORDER-2200,AIRCRAFT-269,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-09,2026-02-14
WORK-ORDER-2201,AIRCRAFT-269,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-09,2026-02-12
WORK-ORDER-2202,AIRCRAFT-290,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2203,AIRCRAFT-290,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2204,AIRCRAFT-290,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-22,2026-05-26
WORK-ORDER-2205,AIRCRAFT-290,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2206,AIRCRAFT-478,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2207,AIRCRAFT-478,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2208,AIRCRAFT-478,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2209,AIRCRAFT-478,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-221,AIRCRAFT-472,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-12,2026-04-14
WORK-ORDER-2210,AIRCRAFT-109,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2211,AIRCRAFT-109,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2212,AIRCRAFT-30,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2213,AIRCRAFT-459,Repair navigation system components,HIGH,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2214,AIRCRAFT-442,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-22,2026-05-26
WORK-ORDER-2215,AIRCRAFT-442,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2216,AIRCRAFT-442,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-22,2026-05-26
WORK-ORDER-2217,AIRCRAFT-442,Repair navigation system components,HIGH,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2218,AIRCRAFT-442,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2219,AIRCRAFT-373,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-222,AIRCRAFT-282,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-12,2026-04-13
WORK-ORDER-2220,AIRCRAFT-373,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2221,AIRCRAFT-373,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-22,2026-05-23
WORK-ORDER-2222,AIRCRAFT-373,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2223,AIRCRAFT-373,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2224,AIRCRAFT-333,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-09,2026-02-13
WORK-ORDER-2225,AIRCRAFT-333,Repair navigation system components,HIGH,CLOSED,2026-02-09,2026-02-13
WORK-ORDER-2226,AIRCRAFT-333,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-09,2026-02-12
WORK-ORDER-2227,AIRCRAFT-333,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-09,2026-02-11
WORK-ORDER-2228,AIRCRAFT-333,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-09,2026-02-12
WORK-ORDER-2229,AIRCRAFT-94,Repair navigation system components,HIGH,CLOSED,2026-05-22,2026-05-23
WORK-ORDER-223,AIRCRAFT-282,Repair navigation system components,HIGH,CLOSED,2026-04-12,2026-04-13
WORK-ORDER-2230,AIRCRAFT-94,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2231,AIRCRAFT-94,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-22,2026-05-23
WORK-ORDER-2232,AIRCRAFT-477,Repair navigation system components,HIGH,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2233,AIRCRAFT-477,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-22,2026-05-26
WORK-ORDER-2234,AIRCRAFT-477,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2235,AIRCRAFT-477,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-22,2026-05-26
WORK-ORDER-2236,AIRCRAFT-474,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2237,AIRCRAFT-474,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2238,AIRCRAFT-474,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2239,AIRCRAFT-474,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-224,AIRCRAFT-391,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-12,2026-04-16
WORK-ORDER-2240,AIRCRAFT-474,Repair navigation system components,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2241,AIRCRAFT-385,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2242,AIRCRAFT-385,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2243,AIRCRAFT-440,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-22,2026-05-23
WORK-ORDER-2244,AIRCRAFT-440,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2245,AIRCRAFT-440,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-2246,AIRCRAFT-285,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2247,AIRCRAFT-285,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2248,AIRCRAFT-285,Repair navigation system components,HIGH,CLOSED,2026-05-22,2026-05-23
WORK-ORDER-2249,AIRCRAFT-456,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-22,2026-05-27
WORK-ORDER-225,AIRCRAFT-423,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-12,2026-04-15
WORK-ORDER-2250,AIRCRAFT-456,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2251,AIRCRAFT-466,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2252,AIRCRAFT-466,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-22,2026-05-23
WORK-ORDER-2253,AIRCRAFT-466,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-22,2026-05-23
WORK-ORDER-2254,AIRCRAFT-466,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-22,2026-05-26
WORK-ORDER-2255,AIRCRAFT-393,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-22,2026-05-25
WORK-ORDER-2256,AIRCRAFT-393,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-22,2026-05-26
WORK-ORDER-2257,AIRCRAFT-393,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-22,2026-05-23
WORK-ORDER-2258,AIRCRAFT-393,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-22,2026-05-24
WORK-ORDER-2259,AIRCRAFT-458,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-09,2026-02-10
WORK-ORDER-226,AIRCRAFT-423,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-12,2026-04-16
WORK-ORDER-2260,AIRCRAFT-458,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-09,2026-02-14
WORK-ORDER-2261,AIRCRAFT-209,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-23,2026-05-25
WORK-ORDER-2262,AIRCRAFT-209,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-23,2026-05-27
WORK-ORDER-2263,AIRCRAFT-209,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-23,2026-05-27
WORK-ORDER-2264,AIRCRAFT-209,Repair navigation system components,HIGH,CLOSED,2026-05-23,2026-05-27
WORK-ORDER-2265,AIRCRAFT-209,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-23,2026-05-25
WORK-ORDER-2266,AIRCRAFT-261,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-23,2026-05-26
WORK-ORDER-2267,AIRCRAFT-261,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-23,2026-05-26
WORK-ORDER-2268,AIRCRAFT-486,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-23,2026-05-26
WORK-ORDER-2269,AIRCRAFT-495,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-23,2026-05-24
WORK-ORDER-227,AIRCRAFT-423,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-12,2026-04-16
WORK-ORDER-2270,AIRCRAFT-495,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-23,2026-05-24
WORK-ORDER-2271,AIRCRAFT-495,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-23,2026-05-28
WORK-ORDER-2272,AIRCRAFT-495,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-23,2026-05-25
WORK-ORDER-2273,AIRCRAFT-184,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-23,2026-05-28
WORK-ORDER-2274,AIRCRAFT-293,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-23,2026-05-24
WORK-ORDER-2275,AIRCRAFT-447,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-23,2026-05-25
WORK-ORDER-2276,AIRCRAFT-263,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-23,2026-05-27
WORK-ORDER-2277,AIRCRAFT-263,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-23,2026-05-25
WORK-ORDER-2278,AIRCRAFT-263,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-23,2026-05-24
WORK-ORDER-2279,AIRCRAFT-174,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-09,2026-02-13
WORK-ORDER-228,AIRCRAFT-423,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-12,2026-04-16
WORK-ORDER-2280,AIRCRAFT-256,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2281,AIRCRAFT-256,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2282,AIRCRAFT-256,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2283,AIRCRAFT-210,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-24,2026-05-25
WORK-ORDER-2284,AIRCRAFT-210,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-25
WORK-ORDER-2285,AIRCRAFT-210,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2286,AIRCRAFT-210,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-24,2026-05-29
WORK-ORDER-2287,AIRCRAFT-45,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-24,2026-05-29
WORK-ORDER-2288,AIRCRAFT-45,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-24,2026-05-25
WORK-ORDER-2289,AIRCRAFT-404,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-229,AIRCRAFT-446,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-12,2026-04-13
WORK-ORDER-2290,AIRCRAFT-404,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2291,AIRCRAFT-374,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2292,AIRCRAFT-374,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-29
WORK-ORDER-2293,AIRCRAFT-374,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-24,2026-05-29
WORK-ORDER-2294,AIRCRAFT-374,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2295,AIRCRAFT-136,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2296,AIRCRAFT-136,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-24,2026-05-29
WORK-ORDER-2297,AIRCRAFT-388,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2298,AIRCRAFT-388,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2299,AIRCRAFT-388,Repair navigation system components,HIGH,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-23,AIRCRAFT-35,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-05,2026-04-09
WORK-ORDER-230,AIRCRAFT-446,Repair navigation system components,HIGH,CLOSED,2026-04-12,2026-04-13
WORK-ORDER-2300,AIRCRAFT-388,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-24,2026-05-25
WORK-ORDER-2301,AIRCRAFT-388,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2302,AIRCRAFT-255,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2303,AIRCRAFT-255,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2304,AIRCRAFT-26,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2305,AIRCRAFT-26,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2306,AIRCRAFT-26,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-24,2026-05-25
WORK-ORDER-2307,AIRCRAFT-26,Repair navigation system components,HIGH,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2308,AIRCRAFT-26,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2309,AIRCRAFT-206,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-09,2026-02-14
WORK-ORDER-231,AIRCRAFT-446,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-12,2026-04-13
WORK-ORDER-2310,AIRCRAFT-206,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-09,2026-02-11
WORK-ORDER-2311,AIRCRAFT-189,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2312,AIRCRAFT-189,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-24,2026-05-29
WORK-ORDER-2313,AIRCRAFT-189,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2314,AIRCRAFT-189,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2315,AIRCRAFT-307,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-24,2026-05-29
WORK-ORDER-2316,AIRCRAFT-307,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2317,AIRCRAFT-307,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-24,2026-05-25
WORK-ORDER-2318,AIRCRAFT-307,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2319,AIRCRAFT-161,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-24,2026-05-25
WORK-ORDER-232,AIRCRAFT-323,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-04,2026-02-08
WORK-ORDER-2320,AIRCRAFT-161,Complete delayed maintenance procedures,LOW,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2321,AIRCRAFT-161,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2322,AIRCRAFT-161,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2323,AIRCRAFT-269,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2324,AIRCRAFT-269,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2325,AIRCRAFT-98,Repair navigation system components,HIGH,CLOSED,2026-05-24,2026-05-25
WORK-ORDER-2326,AIRCRAFT-98,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-24,2026-05-27
WORK-ORDER-2327,AIRCRAFT-98,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-24,2026-05-28
WORK-ORDER-2328,AIRCRAFT-88,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-24,2026-05-26
WORK-ORDER-2329,AIRCRAFT-414,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-24,2026-05-28
