id,aircraft.id,description,priority,status,createdDate,dueDate
WORK-ORDER-10556,AIRCRAFT-406,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10557,AIRCRAFT-406,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10558,AIRCRAFT-406,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10559,AIRCRAFT-406,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-1056,AIRCRAFT-251,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-27,2026-05-02
WORK-ORDER-10560,AIRCRAFT-61,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10561,AIRCRAFT-61,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10562,AIRCRAFT-369,Fix communication equipment and systems,MEDIUM,CLOSED,2026-03-04,2026-03-05
WORK-ORDER-10563,AIRCRAFT-389,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10564,AIRCRAFT-389,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10565,AIRCRAFT-389,Repair navigation system components,HIGH,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10566,AIRCRAFT-389,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10567,AIRCRAFT-271,Repair navigation system components,HIGH,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10568,AIRCRAFT-271,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-01,2026-12-06
WORK-ORDER-10569,AIRCRAFT-271,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-01,2026-12-06
WORK-ORDER-1057,AIRCRAFT-313,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-27,2026-04-28
WORK-ORDER-10570,AIRCRAFT-271,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10571,AIRCRAFT-432,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10572,AIRCRAFT-432,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10573,AIRCRAFT-432,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10574,AIRCRAFT-432,Repair navigation system components,HIGH,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10575,AIRCRAFT-432,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10576,AIRCRAFT-126,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10577,AIRCRAFT-126,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10578,AIRCRAFT-451,Repair navigation system components,HIGH,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10579,AIRCRAFT-451,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-1058,AIRCRAFT-313,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-27,2026-05-02
WORK-ORDER-10580,AIRCRAFT-23,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10581,AIRCRAFT-23,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10582,AIRCRAFT-23,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10583,AIRCRAFT-23,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10584,AIRCRAFT-23,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10585,AIRCRAFT-180,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-01,2026-12-06
WORK-ORDER-10586,AIRCRAFT-180,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10587,AIRCRAFT-180,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10588,AIRCRAFT-180,Repair navigation system components,HIGH,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10589,AIRCRAFT-8,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-1059,AIRCRAFT-313,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-27,2026-04-28
WORK-ORDER-10590,AIRCRAFT-8,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10591,AIRCRAFT-8,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10592,AIRCRAFT-8,Repair navigation system components,HIGH,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10593,AIRCRAFT-8,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10594,AIRCRAFT-73,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10595,AIRCRAFT-73,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-10596,AIRCRAFT-73,Repair navigation system components,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10597,AIRCRAFT-73,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10598,AIRCRAFT-58,Repair navigation system components,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10599,AIRCRAFT-58,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-01,2026-12-04
WORK-ORDER-106,AIRCRAFT-331,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-09,2026-04-13
WORK-ORDER-1060,AIRCRAFT-313,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-27,2026-04-29
WORK-ORDER-10600,AIRCRAFT-58,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-01,2026-12-02
WORK-ORDER-10601,AIRCRAFT-58,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10602,AIRCRAFT-482,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-03-04,2026-03-08
WORK-ORDER-10603,AIRCRAFT-482,Perform engine inspection and maintenance,HIGH,CLOSED,2026-03-04,2026-03-08
WORK-ORDER-10604,AIRCRAFT-482,Repair navigation system components,HIGH,CLOSED,2026-03-04,2026-03-07
WORK-ORDER-10605,AIRCRAFT-482,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-03-04,2026-03-05
WORK-ORDER-10606,AIRCRAFT-206,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10607,AIRCRAFT-206,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-01,2026-12-03
WORK-ORDER-10608,AIRCRAFT-206,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-01,2026-12-05
WORK-ORDER-10609,AIRCRAFT-149,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-1061,AIRCRAFT-313,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-27,2026-04-30
WORK-ORDER-10610,AIRCRAFT-149,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10611,AIRCRAFT-149,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10612,AIRCRAFT-149,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10613,AIRCRAFT-10,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10614,AIRCRAFT-10,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10615,AIRCRAFT-10,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10616,AIRCRAFT-10,Repair navigation system components,HIGH,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10617,AIRCRAFT-10,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10618,AIRCRAFT-27,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10619,AIRCRAFT-27,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-1062,AIRCRAFT-315,Repair navigation system components,HIGH,CLOSED,2026-04-27,2026-04-29
WORK-ORDER-10620,AIRCRAFT-277,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10621,AIRCRAFT-277,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10622,AIRCRAFT-277,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10623,AIRCRAFT-316,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10624,AIRCRAFT-316,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10625,AIRCRAFT-316,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10626,AIRCRAFT-316,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10627,AIRCRAFT-287,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10628,AIRCRAFT-287,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10629,AIRCRAFT-287,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-1063,AIRCRAFT-315,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-27,2026-04-28
WORK-ORDER-10630,AIRCRAFT-287,Repair navigation system components,HIGH,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10631,AIRCRAFT-287,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10632,AIRCRAFT-366,Repair navigation system components,HIGH,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10633,AIRCRAFT-366,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10634,AIRCRAFT-366,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10635,AIRCRAFT-366,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10636,AIRCRAFT-431,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10637,AIRCRAFT-431,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10638,AIRCRAFT-431,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10639,AIRCRAFT-431,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-1064,AIRCRAFT-315,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-27,2026-05-01
WORK-ORDER-10640,AIRCRAFT-431,Repair navigation system components,HIGH,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10641,AIRCRAFT-146,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10642,AIRCRAFT-146,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10643,AIRCRAFT-146,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10644,AIRCRAFT-146,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10645,AIRCRAFT-3,Conduct security inspection and clearance,HIGH,CLOSED,2026-03-04,2026-03-09
WORK-ORDER-10646,AIRCRAFT-3,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-03-04,2026-03-06
WORK-ORDER-10647,AIRCRAFT-3,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-03-04,2026-03-06
WORK-ORDER-10648,AIRCRAFT-348,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10649,AIRCRAFT-348,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-1065,AIRCRAFT-315,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-27,2026-04-28
WORK-ORDER-10650,AIRCRAFT-150,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10651,AIRCRAFT-394,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10652,AIRCRAFT-394,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10653,AIRCRAFT-293,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10654,AIRCRAFT-293,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10655,AIRCRAFT-293,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10656,AIRCRAFT-51,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10657,AIRCRAFT-51,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10658,AIRCRAFT-51,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10659,AIRCRAFT-51,Repair navigation system components,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-1066,AIRCRAFT-315,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-27,2026-04-28
WORK-ORDER-10660,AIRCRAFT-51,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10661,AIRCRAFT-391,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10662,AIRCRAFT-416,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10663,AIRCRAFT-416,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10664,AIRCRAFT-416,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10665,AIRCRAFT-217,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10666,AIRCRAFT-217,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10667,AIRCRAFT-217,Repair navigation system components,HIGH,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10668,AIRCRAFT-217,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10669,AIRCRAFT-217,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-1067,AIRCRAFT-120,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-27,2026-05-01
WORK-ORDER-10670,AIRCRAFT-309,Perform engine inspection and maintenance,HIGH,CLOSED,2026-03-04,2026-03-08
WORK-ORDER-10671,AIRCRAFT-309,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-03-04,2026-03-05
WORK-ORDER-10672,AIRCRAFT-309,Conduct security inspection and clearance,HIGH,CLOSED,2026-03-04,2026-03-09
WORK-ORDER-10673,AIRCRAFT-309,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-03-04,2026-03-06
WORK-ORDER-10674,AIRCRAFT-309,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-03-04,2026-03-05
WORK-ORDER-10675,AIRCRAFT-78,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-03
WORK-ORDER-10676,AIRCRAFT-78,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10677,AIRCRAFT-261,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10678,AIRCRAFT-261,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-02,2026-12-07
WORK-ORDER-10679,AIRCRAFT-261,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-1068,AIRCRAFT-120,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-27,2026-04-29
WORK-ORDER-10680,AIRCRAFT-261,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10681,AIRCRAFT-398,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-02,2026-12-04
WORK-ORDER-10682,AIRCRAFT-398,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-02,2026-12-05
WORK-ORDER-10683,AIRCRAFT-398,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-02,2026-12-06
WORK-ORDER-10684,AIRCRAFT-186,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10685,AIRCRAFT-186,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10686,AIRCRAFT-186,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10687,AIRCRAFT-418,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10688,AIRCRAFT-418,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10689,AIRCRAFT-418,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-1069,AIRCRAFT-162,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-27,2026-04-30
WORK-ORDER-10690,AIRCRAFT-418,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10691,AIRCRAFT-495,Repair navigation system components,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10692,AIRCRAFT-495,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10693,AIRCRAFT-495,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10694,AIRCRAFT-495,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10695,AIRCRAFT-495,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10696,AIRCRAFT-128,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10697,AIRCRAFT-335,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10698,AIRCRAFT-335,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10699,AIRCRAFT-335,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-107,AIRCRAFT-196,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-09,2026-04-14
WORK-ORDER-1070,AIRCRAFT-146,Repair navigation system components,HIGH,CLOSED,2026-04-27,2026-04-28
WORK-ORDER-10700,AIRCRAFT-157,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10701,AIRCRAFT-157,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10702,AIRCRAFT-157,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10703,AIRCRAFT-157,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10704,AIRCRAFT-146,Complete delayed maintenance procedures,LOW,CLOSED,2026-03-04,2026-03-06
WORK-ORDER-10705,AIRCRAFT-146,Conduct security inspection and clearance,HIGH,CLOSED,2026-03-04,2026-03-07
WORK-ORDER-10706,AIRCRAFT-351,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10707,AIRCRAFT-351,Repair navigation system components,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10708,AIRCRAFT-351,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10709,AIRCRAFT-351,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-1071,AIRCRAFT-146,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-27,2026-04-28
WORK-ORDER-10710,AIRCRAFT-351,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10711,AIRCRAFT-59,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10712,AIRCRAFT-227,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10713,AIRCRAFT-227,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10714,AIRCRAFT-200,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10715,AIRCRAFT-200,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10716,AIRCRAFT-200,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10717,AIRCRAFT-200,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10718,AIRCRAFT-106,Repair navigation system components,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10719,AIRCRAFT-106,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-1072,AIRCRAFT-377,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-27,2026-04-30
WORK-ORDER-10720,AIRCRAFT-106,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10721,AIRCRAFT-106,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10722,AIRCRAFT-365,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10723,AIRCRAFT-147,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10724,AIRCRAFT-147,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10725,AIRCRAFT-248,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10726,AIRCRAFT-248,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10727,AIRCRAFT-248,Repair navigation system components,HIGH,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10728,AIRCRAFT-283,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10729,AIRCRAFT-475,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-03-04,2026-03-06
WORK-ORDER-1073,AIRCRAFT-359,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-27,2026-04-28
WORK-ORDER-10730,AIRCRAFT-213,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10731,AIRCRAFT-213,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10732,AIRCRAFT-213,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10733,AIRCRAFT-107,Repair navigation system components,HIGH,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10734,AIRCRAFT-107,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10735,AIRCRAFT-107,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10736,AIRCRAFT-107,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10737,AIRCRAFT-107,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10738,AIRCRAFT-473,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10739,AIRCRAFT-493,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-1074,AIRCRAFT-359,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-27,2026-04-30
WORK-ORDER-10740,AIRCRAFT-493,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10741,AIRCRAFT-493,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10742,AIRCRAFT-493,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10743,AIRCRAFT-493,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10744,AIRCRAFT-203,Repair navigation system components,HIGH,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10745,AIRCRAFT-203,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10746,AIRCRAFT-203,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10747,AIRCRAFT-203,Conduct security inspection and clearance,HIGH,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10748,AIRCRAFT-203,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-10749,AIRCRAFT-28,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-06
WORK-ORDER-1075,AIRCRAFT-359,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-27,2026-04-30
WORK-ORDER-10750,AIRCRAFT-28,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10751,AIRCRAFT-28,Repair navigation system components,HIGH,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10752,AIRCRAFT-28,Fix communication equipment and systems,MEDIUM,CLOSED,2026-12-03,2026-12-08
WORK-ORDER-10753,AIRCRAFT-28,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10754,AIRCRAFT-188,Complete delayed maintenance procedures,LOW,CLOSED,2026-12-03,2026-12-04
WORK-ORDER-10755,AIRCRAFT-188,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10756,AIRCRAFT-188,Perform engine inspection and maintenance,HIGH,CLOSED,2026-12-03,2026-12-05
WORK-ORDER-10757,AIRCRAFT-188,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-12-03,2026-12-07
WORK-ORDER-10758,AIRCRAFT-188,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-12-03,2026-12-08
