id,aircraft.id,description,priority,status,createdDate,dueDate
WORK-ORDER-7112,AIRCRAFT-102,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-10,2026-09-12
WORK-ORDER-7113,AIRCRAFT-102,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-10,2026-09-11
WORK-ORDER-7114,AIRCRAFT-239,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7115,AIRCRAFT-239,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-10,2026-09-15
WORK-ORDER-7116,AIRCRAFT-239,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7117,AIRCRAFT-391,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-01,2026-02-03
WORK-ORDER-7118,AIRCRAFT-391,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-01,2026-02-06
WORK-ORDER-7119,AIRCRAFT-391,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-01,2026-02-05
WORK-ORDER-712,AIRCRAFT-296,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-06,2026-02-08
WORK-ORDER-7120,AIRCRAFT-391,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-01,2026-02-05
WORK-ORDER-7121,AIRCRAFT-391,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-01,2026-02-04
WORK-ORDER-7122,AIRCRAFT-208,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-23,2026-02-24
WORK-ORDER-7123,AIRCRAFT-208,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-23,2026-02-27
WORK-ORDER-7124,AIRCRAFT-208,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-23,2026-02-25
WORK-ORDER-7125,AIRCRAFT-208,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-23,2026-02-25
WORK-ORDER-7126,AIRCRAFT-73,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-10,2026-09-13
WORK-ORDER-7127,AIRCRAFT-73,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7128,AIRCRAFT-137,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-10,2026-09-15
WORK-ORDER-7129,AIRCRAFT-137,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-10,2026-09-12
WORK-ORDER-713,AIRCRAFT-296,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-06,2026-02-07
WORK-ORDER-7130,AIRCRAFT-137,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-10,2026-09-15
WORK-ORDER-7131,AIRCRAFT-137,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-10,2026-09-12
WORK-ORDER-7132,AIRCRAFT-335,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-10,2026-09-15
WORK-ORDER-7133,AIRCRAFT-335,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-10,2026-09-11
WORK-ORDER-7134,AIRCRAFT-368,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7135,AIRCRAFT-368,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-10,2026-09-11
WORK-ORDER-7136,AIRCRAFT-368,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-10,2026-09-11
WORK-ORDER-7137,AIRCRAFT-368,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7138,AIRCRAFT-368,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-10,2026-09-15
WORK-ORDER-7139,AIRCRAFT-469,Repair navigation system components,HIGH,CLOSED,2026-09-10,2026-09-11
WORK-ORDER-714,AIRCRAFT-92,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-21,2026-04-24
WORK-ORDER-7140,AIRCRAFT-469,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7141,AIRCRAFT-469,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-10,2026-09-15
WORK-ORDER-7142,AIRCRAFT-469,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7143,AIRCRAFT-394,Repair navigation system components,HIGH,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7144,AIRCRAFT-170,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-10,2026-09-11
WORK-ORDER-7145,AIRCRAFT-170,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-10,2026-09-14
WORK-ORDER-7146,AIRCRAFT-219,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-23,2026-02-27
WORK-ORDER-7147,AIRCRAFT-204,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-11,2026-09-13
WORK-ORDER-7148,AIRCRAFT-204,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-11,2026-09-12
WORK-ORDER-7149,AIRCRAFT-204,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-11,2026-09-16
WORK-ORDER-715,AIRCRAFT-277,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-22,2026-04-26
WORK-ORDER-7150,AIRCRAFT-460,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-11,2026-09-12
WORK-ORDER-7151,AIRCRAFT-271,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-11,2026-09-15
WORK-ORDER-7152,AIRCRAFT-271,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-11,2026-09-13
WORK-ORDER-7153,AIRCRAFT-271,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-11,2026-09-13
WORK-ORDER-7154,AIRCRAFT-271,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-11,2026-09-14
WORK-ORDER-7155,AIRCRAFT-207,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-11,2026-09-14
WORK-ORDER-7156,AIRCRAFT-207,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-11,2026-09-13
WORK-ORDER-7157,AIRCRAFT-207,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-11,2026-09-12
WORK-ORDER-7158,AIRCRAFT-182,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7159,AIRCRAFT-182,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-716,AIRCRAFT-277,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-22,2026-04-24
WORK-ORDER-7160,AIRCRAFT-182,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7161,AIRCRAFT-54,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7162,AIRCRAFT-54,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7163,AIRCRAFT-54,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7164,AIRCRAFT-299,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7165,AIRCRAFT-299,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7166,AIRCRAFT-299,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7167,AIRCRAFT-299,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7168,AIRCRAFT-462,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-23,2026-02-25
WORK-ORDER-7169,AIRCRAFT-462,Repair navigation system components,HIGH,CLOSED,2026-02-23,2026-02-27
WORK-ORDER-717,AIRCRAFT-277,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-22,2026-04-26
WORK-ORDER-7170,AIRCRAFT-282,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7171,AIRCRAFT-179,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7172,AIRCRAFT-120,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7173,AIRCRAFT-120,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7174,AIRCRAFT-120,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7175,AIRCRAFT-120,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7176,AIRCRAFT-120,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7177,AIRCRAFT-157,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7178,AIRCRAFT-157,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7179,AIRCRAFT-224,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-718,AIRCRAFT-277,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-22,2026-04-27
WORK-ORDER-7180,AIRCRAFT-224,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7181,AIRCRAFT-224,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7182,AIRCRAFT-224,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7183,AIRCRAFT-125,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7184,AIRCRAFT-125,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7185,AIRCRAFT-125,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7186,AIRCRAFT-414,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7187,AIRCRAFT-414,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7188,AIRCRAFT-414,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7189,AIRCRAFT-261,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-719,AIRCRAFT-277,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-22,2026-04-27
WORK-ORDER-7190,AIRCRAFT-261,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7191,AIRCRAFT-261,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7192,AIRCRAFT-399,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7193,AIRCRAFT-399,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7194,AIRCRAFT-399,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7195,AIRCRAFT-399,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7196,AIRCRAFT-483,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7197,AIRCRAFT-483,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7198,AIRCRAFT-439,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-23,2026-02-24
WORK-ORDER-7199,AIRCRAFT-439,Repair navigation system components,HIGH,CLOSED,2026-02-23,2026-02-26
WORK-ORDER-72,AIRCRAFT-221,Repair navigation system components,HIGH,CLOSED,2026-04-07,2026-04-08
WORK-ORDER-720,AIRCRAFT-197,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-22,2026-04-26
WORK-ORDER-7200,AIRCRAFT-171,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7201,AIRCRAFT-171,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7202,AIRCRAFT-171,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7203,AIRCRAFT-171,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7204,AIRCRAFT-171,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7205,AIRCRAFT-150,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7206,AIRCRAFT-150,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7207,AIRCRAFT-150,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7208,AIRCRAFT-150,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7209,AIRCRAFT-132,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-721,AIRCRAFT-197,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-22,2026-04-25
WORK-ORDER-7210,AIRCRAFT-132,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7211,AIRCRAFT-132,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7212,AIRCRAFT-132,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7213,AIRCRAFT-258,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7214,AIRCRAFT-258,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7215,AIRCRAFT-258,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7216,AIRCRAFT-258,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7217,AIRCRAFT-258,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7218,AIRCRAFT-11,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7219,AIRCRAFT-489,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-722,AIRCRAFT-197,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-22,2026-04-23
WORK-ORDER-7220,AIRCRAFT-489,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7221,AIRCRAFT-489,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7222,AIRCRAFT-489,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7223,AIRCRAFT-489,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7224,AIRCRAFT-471,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7225,AIRCRAFT-471,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7226,AIRCRAFT-471,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7227,AIRCRAFT-288,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7228,AIRCRAFT-288,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7229,AIRCRAFT-288,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-723,AIRCRAFT-161,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-22,2026-04-26
WORK-ORDER-7230,AIRCRAFT-288,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7231,AIRCRAFT-33,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7232,AIRCRAFT-33,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7233,AIRCRAFT-33,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7234,AIRCRAFT-33,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7235,AIRCRAFT-33,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7236,AIRCRAFT-68,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-23,2026-02-26
WORK-ORDER-7237,AIRCRAFT-68,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-23,2026-02-24
WORK-ORDER-7238,AIRCRAFT-68,Repair navigation system components,HIGH,CLOSED,2026-02-23,2026-02-25
WORK-ORDER-7239,AIRCRAFT-68,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-23,2026-02-27
WORK-ORDER-724,AIRCRAFT-161,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-22,2026-04-25
WORK-ORDER-7240,AIRCRAFT-223,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7241,AIRCRAFT-223,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7242,AIRCRAFT-223,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7243,AIRCRAFT-223,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7244,AIRCRAFT-223,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7245,AIRCRAFT-329,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7246,AIRCRAFT-329,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7247,AIRCRAFT-329,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7248,AIRCRAFT-214,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-12,2026-09-15
WORK-ORDER-7249,AIRCRAFT-214,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-725,AIRCRAFT-161,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-22,2026-04-24
WORK-ORDER-7250,AIRCRAFT-214,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7251,AIRCRAFT-214,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-16
WORK-ORDER-7252,AIRCRAFT-214,Repair navigation system components,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7253,AIRCRAFT-153,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-12,2026-09-14
WORK-ORDER-7254,AIRCRAFT-153,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-12,2026-09-17
WORK-ORDER-7255,AIRCRAFT-153,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-12,2026-09-13
WORK-ORDER-7256,AIRCRAFT-382,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-13,2026-09-16
WORK-ORDER-7257,AIRCRAFT-382,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-13,2026-09-17
WORK-ORDER-7258,AIRCRAFT-382,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-13,2026-09-18
WORK-ORDER-7259,AIRCRAFT-382,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-13,2026-09-15
WORK-ORDER-726,AIRCRAFT-185,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-22,2026-04-26
WORK-ORDER-7260,AIRCRAFT-382,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-13,2026-09-17
WORK-ORDER-7261,AIRCRAFT-362,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7262,AIRCRAFT-15,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-14,2026-09-18
WORK-ORDER-7263,AIRCRAFT-15,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-14,2026-09-18
WORK-ORDER-7264,AIRCRAFT-15,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-14,2026-09-15
WORK-ORDER-7265,AIRCRAFT-15,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7266,AIRCRAFT-15,Repair navigation system components,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7267,AIRCRAFT-238,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-14,2026-09-15
WORK-ORDER-7268,AIRCRAFT-238,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-14,2026-09-15
WORK-ORDER-7269,AIRCRAFT-238,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-727,AIRCRAFT-185,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-22,2026-04-24
WORK-ORDER-7270,AIRCRAFT-238,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-14,2026-09-19
WORK-ORDER-7271,AIRCRAFT-364,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7272,AIRCRAFT-364,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-14,2026-09-18
WORK-ORDER-7273,AIRCRAFT-364,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-14,2026-09-19
WORK-ORDER-7274,AIRCRAFT-247,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7275,AIRCRAFT-247,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7276,AIRCRAFT-247,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-14,2026-09-18
WORK-ORDER-7277,AIRCRAFT-247,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-14,2026-09-19
WORK-ORDER-7278,AIRCRAFT-247,Repair navigation system components,HIGH,CLOSED,2026-09-14,2026-09-19
WORK-ORDER-7279,AIRCRAFT-296,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-14,2026-09-19
WORK-ORDER-728,AIRCRAFT-185,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-22,2026-04-25
WORK-ORDER-7280,AIRCRAFT-296,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-14,2026-09-18
WORK-ORDER-7281,AIRCRAFT-296,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-14,2026-09-18
WORK-ORDER-7282,AIRCRAFT-296,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7283,AIRCRAFT-296,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-14,2026-09-19
WORK-ORDER-7284,AIRCRAFT-416,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7285,AIRCRAFT-416,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7286,AIRCRAFT-354,Repair navigation system components,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7287,AIRCRAFT-354,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7288,AIRCRAFT-71,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-23,2026-02-25
WORK-ORDER-7289,AIRCRAFT-279,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-14,2026-09-18
WORK-ORDER-729,AIRCRAFT-484,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-22,2026-04-25
WORK-ORDER-7290,AIRCRAFT-279,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7291,AIRCRAFT-279,Complete delayed maintenance procedures,LOW,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7292,AIRCRAFT-128,Repair navigation system components,HIGH,CLOSED,2026-09-14,2026-09-15
WORK-ORDER-7293,AIRCRAFT-128,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7294,AIRCRAFT-128,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7295,AIRCRAFT-128,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7296,AIRCRAFT-18,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-14,2026-09-18
WORK-ORDER-7297,AIRCRAFT-18,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7298,AIRCRAFT-18,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-14,2026-09-19
WORK-ORDER-7299,AIRCRAFT-404,Repair navigation system components,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-73,AIRCRAFT-206,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-07,2026-04-12
WORK-ORDER-730,AIRCRAFT-484,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-22,2026-04-25
WORK-ORDER-7300,AIRCRAFT-404,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-14,2026-09-19
WORK-ORDER-7301,AIRCRAFT-404,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-14,2026-09-17
WORK-ORDER-7302,AIRCRAFT-404,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7303,AIRCRAFT-71,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7304,AIRCRAFT-71,Perform engine inspection and maintenance,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7305,AIRCRAFT-71,Fix communication equipment and systems,MEDIUM,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7306,AIRCRAFT-481,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-14,2026-09-16
WORK-ORDER-7307,AIRCRAFT-445,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-09-14,2026-09-15
WORK-ORDER-7308,AIRCRAFT-445,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-09-14,2026-09-15
WORK-ORDER-7309,AIRCRAFT-207,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-23,2026-02-26
WORK-ORDER-731,AIRCRAFT-484,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-22,2026-04-25
WORK-ORDER-7310,AIRCRAFT-207,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-23,2026-02-28
WORK-ORDER-7311,AIRCRAFT-457,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-15,2026-09-17
WORK-ORDER-7312,AIRCRAFT-50,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-09-15,2026-09-19
WORK-ORDER-7313,AIRCRAFT-50,Conduct security inspection and clearance,HIGH,CLOSED,2026-09-15,2026-09-18
WORK-ORDER-7314,AIRCRAFT-50,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-09-15,2026-09-18
