id,aircraft.id,description,startDate,endDate,status,origin.id,destination.id
OPERATION-2095,AIRCRAFT-167,Mission,2026-06-11,2026-06-13,Completed,BASE-5,BASE-2
OPERATION-2096,AIRCRAFT-79,Mission,2026-06-11,2026-06-14,Planned,BASE-10,BASE-9
OPERATION-2097,AIRCRAFT-116,Mission,2026-06-11,2026-06-21,In Progress,BASE-5,BASE-7
OPERATION-2098,AIRCRAFT-156,Mission,2026-06-11,2026-06-22,In Progress,BASE-2,BASE-9
OPERATION-2099,AIRCRAFT-84,Training,2026-06-11,2026-06-18,In Progress,BASE-10,BASE-1
OPERATION-21,AIRCRAFT-203,Mission,2026-01-31,2026-02-11,Completed,BASE-8,BASE-2
OPERATION-210,AIRCRAFT-414,Training,2026-02-11,2026-02-15,In Progress,BASE-9,BASE-7
OPERATION-2100,AIRCRAFT-59,Training,2026-06-11,2026-06-14,Completed,BASE-1,BASE-1
OPERATION-2101,AIRCRAFT-456,Training,2026-06-11,2026-06-21,Planned,BASE-6,BASE-1
OPERATION-2102,AIRCRAFT-294,Test,2026-06-11,2026-06-15,Completed,BASE-6,BASE-1
OPERATION-2103,AIRCRAFT-82,Mission,2026-06-11,2026-06-18,Completed,BASE-10,BASE-1
OPERATION-2104,AIRCRAFT-161,Training,2026-06-11,2026-06-22,Completed,BASE-10,BASE-2
OPERATION-2105,AIRCRAFT-227,Training,2026-06-11,2026-06-26,Completed,BASE-1,BASE-2
OPERATION-2106,AIRCRAFT-96,Test,2026-06-11,2026-06-12,Planned,BASE-6,BASE-7
OPERATION-2107,AIRCRAFT-370,Mission,2026-06-11,2026-06-26,Planned,BASE-1,BASE-1
OPERATION-2108,AIRCRAFT-347,Test,2026-06-11,2026-06-17,In Progress,BASE-1,BASE-9
OPERATION-2109,AIRCRAFT-411,Training,2026-06-12,2026-06-13,Completed,BASE-3,BASE-7
OPERATION-211,AIRCRAFT-435,Test,2026-02-12,2026-02-16,Planned,BASE-8,BASE-10
OPERATION-2110,AIRCRAFT-215,Mission,2026-06-12,2026-06-25,In Progress,BASE-2,BASE-10
OPERATION-2111,AIRCRAFT-392,Mission,2026-06-12,2026-06-23,In Progress,BASE-7,BASE-1
OPERATION-2112,AIRCRAFT-307,Mission,2026-06-12,2026-06-19,Completed,BASE-1,BASE-4
OPERATION-2113,AIRCRAFT-99,Test,2026-06-12,2026-06-25,Planned,BASE-1,BASE-4
OPERATION-2114,AIRCRAFT-162,Mission,2026-06-12,2026-06-13,Planned,BASE-8,BASE-3
OPERATION-2115,AIRCRAFT-134,Training,2026-06-12,2026-06-21,In Progress,BASE-10,BASE-4
OPERATION-2116,AIRCRAFT-213,Test,2026-06-12,2026-06-21,In Progress,BASE-8,BASE-2
OPERATION-2117,AIRCRAFT-164,Training,2026-06-12,2026-06-14,Completed,BASE-4,BASE-8
OPERATION-2118,AIRCRAFT-30,Training,2026-06-12,2026-06-23,Completed,BASE-5,BASE-6
OPERATION-2119,AIRCRAFT-323,Test,2026-06-12,2026-06-21,In Progress,BASE-6,BASE-9
OPERATION-212,AIRCRAFT-321,Mission,2026-02-12,2026-02-25,Completed,BASE-6,BASE-4
OPERATION-2120,AIRCRAFT-146,Training,2026-06-12,2026-06-15,In Progress,BASE-10,BASE-8
OPERATION-2121,AIRCRAFT-172,Mission,2026-06-12,2026-06-20,Planned,BASE-9,BASE-4
OPERATION-2122,AIRCRAFT-295,Mission,2026-06-12,2026-06-21,In Progress,BASE-3,BASE-1
OPERATION-2123,AIRCRAFT-479,Test,2026-06-12,2026-06-19,In Progress,BASE-2,BASE-1
OPERATION-2124,AIRCRAFT-126,Training,2026-06-12,2026-06-27,In Progress,BASE-10,BASE-7
OPERATION-2125,AIRCRAFT-148,Training,2026-06-13,2026-06-15,Completed,BASE-7,BASE-8
OPERATION-2126,AIRCRAFT-408,Training,2026-06-13,2026-06-13,In Progress,BASE-1,BASE-4
OPERATION-2127,AIRCRAFT-407,Mission,2026-06-13,2026-06-19,Completed,BASE-7,BASE-9
OPERATION-2128,AIRCRAFT-356,Mission,2026-06-13,2026-06-14,Completed,BASE-6,BASE-1
OPERATION-2129,AIRCRAFT-328,Test,2026-06-13,2026-06-23,Planned,BASE-1,BASE-6
OPERATION-213,AIRCRAFT-459,Mission,2026-02-12,2026-02-26,In Progress,BASE-2,BASE-6
OPERATION-2130,AIRCRAFT-447,Test,2026-06-13,2026-06-26,Completed,BASE-1,BASE-2
OPERATION-2131,AIRCRAFT-348,Test,2026-06-13,2026-06-25,In Progress,BASE-7,BASE-10
OPERATION-2132,AIRCRAFT-246,Training,2026-06-13,2026-06-21,In Progress,BASE-4,BASE-3
OPERATION-2133,AIRCRAFT-343,Test,2026-06-13,2026-06-13,In Progress,BASE-2,BASE-4
OPERATION-2134,AIRCRAFT-389,Test,2026-06-13,2026-06-22,In Progress,BASE-1,BASE-10
OPERATION-2135,AIRCRAFT-331,Test,2026-06-14,2026-06-25,In Progress,BASE-10,BASE-1
OPERATION-2136,AIRCRAFT-366,Test,2026-06-14,2026-06-17,Completed,BASE-6,BASE-5
OPERATION-2137,AIRCRAFT-470,Training,2026-06-14,2026-06-19,Planned,BASE-8,BASE-1
OPERATION-2138,AIRCRAFT-128,Training,2026-06-14,2026-06-28,In Progress,BASE-9,BASE-4
OPERATION-2139,AIRCRAFT-149,Test,2026-06-14,2026-06-27,Planned,BASE-5,BASE-10
OPERATION-214,AIRCRAFT-144,Training,2026-02-12,2026-02-23,In Progress,BASE-4,BASE-2
OPERATION-2140,AIRCRAFT-152,Training,2026-06-14,2026-06-24,Planned,BASE-5,BASE-5
OPERATION-2141,AIRCRAFT-68,Mission,2026-06-14,2026-06-22,Planned,BASE-3,BASE-3
OPERATION-2142,AIRCRAFT-315,Mission,2026-06-14,2026-06-15,Completed,BASE-1,BASE-3
OPERATION-2143,AIRCRAFT-379,Mission,2026-06-14,2026-06-28,Completed,BASE-4,BASE-1
OPERATION-2144,AIRCRAFT-296,Mission,2026-06-15,2026-06-23,Completed,BASE-6,BASE-9
OPERATION-2145,AIRCRAFT-91,Mission,2026-06-15,2026-06-16,In Progress,BASE-2,BASE-2
OPERATION-2146,AIRCRAFT-194,Test,2026-06-15,2026-06-29,Planned,BASE-4,BASE-4
OPERATION-2147,AIRCRAFT-72,Training,2026-06-15,2026-06-25,Completed,BASE-7,BASE-2
OPERATION-2148,AIRCRAFT-318,Mission,2026-06-15,2026-06-28,Planned,BASE-6,BASE-10
OPERATION-2149,AIRCRAFT-357,Training,2026-06-15,2026-06-26,Completed,BASE-6,BASE-8
OPERATION-215,AIRCRAFT-172,Test,2026-02-12,2026-02-26,Planned,BASE-10,BASE-1
OPERATION-2150,AIRCRAFT-118,Mission,2026-06-15,2026-06-24,In Progress,BASE-1,BASE-5
OPERATION-2151,AIRCRAFT-94,Mission,2026-06-15,2026-06-19,Planned,BASE-10,BASE-4
OPERATION-2152,AIRCRAFT-48,Test,2026-06-15,2026-06-25,Completed,BASE-9,BASE-10
OPERATION-2153,AIRCRAFT-271,Training,2026-06-15,2026-06-26,Completed,BASE-1,BASE-3
OPERATION-2154,AIRCRAFT-160,Mission,2026-06-15,2026-06-27,Planned,BASE-10,BASE-9
OPERATION-2155,AIRCRAFT-56,Test,2026-06-15,2026-06-28,Planned,BASE-9,BASE-1
OPERATION-2156,AIRCRAFT-497,Test,2026-06-15,2026-06-30,In Progress,BASE-6,BASE-5
OPERATION-2157,AIRCRAFT-87,Training,2026-06-15,2026-06-21,Planned,BASE-6,BASE-4
OPERATION-2158,AIRCRAFT-283,Training,2026-06-15,2026-06-26,In Progress,BASE-2,BASE-4
OPERATION-2159,AIRCRAFT-415,Training,2026-06-15,2026-06-29,Planned,BASE-6,BASE-9
OPERATION-216,AIRCRAFT-378,Mission,2026-02-12,2026-02-13,Planned,BASE-10,BASE-4
OPERATION-2160,AIRCRAFT-384,Test,2026-06-15,2026-06-17,In Progress,BASE-10,BASE-4
OPERATION-2161,AIRCRAFT-422,Mission,2026-06-15,2026-06-29,Completed,BASE-3,BASE-9
OPERATION-2162,AIRCRAFT-416,Test,2026-06-15,2026-06-22,Completed,BASE-3,BASE-10
OPERATION-2163,AIRCRAFT-326,Training,2026-06-15,2026-06-23,In Progress,BASE-2,BASE-2
OPERATION-2164,AIRCRAFT-428,Test,2026-06-15,2026-06-28,Planned,BASE-10,BASE-8
OPERATION-2165,AIRCRAFT-25,Training,2026-06-15,2026-06-21,Planned,BASE-3,BASE-2
OPERATION-2166,AIRCRAFT-311,Test,2026-06-15,2026-06-28,Completed,BASE-8,BASE-2
OPERATION-2167,AIRCRAFT-435,Mission,2026-06-16,2026-06-17,Completed,BASE-3,BASE-2
OPERATION-2168,AIRCRAFT-52,Test,2026-06-16,2026-06-20,In Progress,BASE-7,BASE-6
OPERATION-2169,AIRCRAFT-41,Test,2026-06-16,2026-06-20,Completed,BASE-4,BASE-5
OPERATION-217,AIRCRAFT-93,Mission,2026-02-12,2026-02-14,Completed,BASE-4,BASE-4
OPERATION-2170,AIRCRAFT-364,Training,2026-06-16,2026-06-19,Completed,BASE-10,BASE-10
OPERATION-2171,AIRCRAFT-132,Mission,2026-06-16,2026-06-19,Completed,BASE-6,BASE-8
OPERATION-2172,AIRCRAFT-9,Training,2026-06-17,2026-06-30,Completed,BASE-7,BASE-5
OPERATION-2173,AIRCRAFT-197,Test,2026-06-17,2026-07-02,Planned,BASE-10,BASE-9
OPERATION-2174,AIRCRAFT-206,Mission,2026-06-17,2026-06-19,Completed,BASE-10,BASE-6
OPERATION-2175,AIRCRAFT-368,Training,2026-06-17,2026-07-01,In Progress,BASE-3,BASE-9
OPERATION-2176,AIRCRAFT-17,Mission,2026-06-17,2026-06-25,In Progress,BASE-8,BASE-6
OPERATION-2177,AIRCRAFT-494,Test,2026-06-17,2026-06-18,Completed,BASE-10,BASE-9
OPERATION-2178,AIRCRAFT-301,Training,2026-06-17,2026-06-30,In Progress,BASE-6,BASE-3
OPERATION-2179,AIRCRAFT-123,Test,2026-06-17,2026-06-21,Completed,BASE-4,BASE-7
OPERATION-218,AIRCRAFT-217,Test,2026-02-12,2026-02-22,Planned,BASE-5,BASE-3
OPERATION-2180,AIRCRAFT-58,Test,2026-06-17,2026-06-25,In Progress,BASE-2,BASE-6
OPERATION-2181,AIRCRAFT-225,Mission,2026-06-17,2026-06-26,In Progress,BASE-5,BASE-8
OPERATION-2182,AIRCRAFT-260,Mission,2026-06-17,2026-07-01,In Progress,BASE-5,BASE-10
OPERATION-2183,AIRCRAFT-266,Test,2026-06-17,2026-06-20,In Progress,BASE-3,BASE-2
OPERATION-2184,AIRCRAFT-493,Test,2026-06-17,2026-06-23,Planned,BASE-1,BASE-10
OPERATION-2185,AIRCRAFT-487,Test,2026-06-17,2026-06-18,Planned,BASE-1,BASE-8
OPERATION-2186,AIRCRAFT-37,Mission,2026-06-17,2026-06-17,In Progress,BASE-10,BASE-7
OPERATION-2187,AIRCRAFT-472,Mission,2026-06-17,2026-07-01,In Progress,BASE-5,BASE-2
OPERATION-2188,AIRCRAFT-421,Training,2026-06-17,2026-06-20,In Progress,BASE-5,BASE-2
OPERATION-2189,AIRCRAFT-302,Test,2026-06-17,2026-06-21,Completed,BASE-2,BASE-6
OPERATION-219,AIRCRAFT-82,Training,2026-02-12,2026-02-16,Planned,BASE-2,BASE-1
OPERATION-2190,AIRCRAFT-26,Test,2026-06-17,2026-06-19,Planned,BASE-6,BASE-3
OPERATION-2191,AIRCRAFT-304,Training,2026-06-17,2026-06-27,Completed,BASE-9,BASE-2
OPERATION-2192,AIRCRAFT-121,Training,2026-06-17,2026-06-27,Planned,BASE-9,BASE-6
OPERATION-2193,AIRCRAFT-62,Test,2026-06-17,2026-06-23,Completed,BASE-1,BASE-1
OPERATION-2194,AIRCRAFT-202,Test,2026-06-17,2026-06-24,In Progress,BASE-4,BASE-4
OPERATION-2195,AIRCRAFT-445,Mission,2026-06-17,2026-06-25,In Progress,BASE-3,BASE-8
OPERATION-2196,AIRCRAFT-2,Mission,2026-06-17,2026-06-26,Completed,BASE-2,BASE-9
OPERATION-2197,AIRCRAFT-10,Training,2026-06-17,2026-06-23,Planned,BASE-8,BASE-9
OPERATION-2198,AIRCRAFT-239,Mission,2026-06-17,2026-06-23,In Progress,BASE-5,BASE-10
OPERATION-2199,AIRCRAFT-97,Mission,2026-06-17,2026-06-29,Completed,BASE-6,BASE-8
OPERATION-22,AIRCRAFT-63,Mission,2026-02-01,2026-02-02,Planned,BASE-3,BASE-7
OPERATION-220,AIRCRAFT-11,Training,2026-02-12,2026-02-16,Planned,BASE-10,BASE-6
OPERATION-2200,AIRCRAFT-33,Mission,2026-06-17,2026-06-22,In Progress,BASE-8,BASE-8
OPERATION-2201,AIRCRAFT-373,Test,2026-06-17,2026-06-29,In Progress,BASE-5,BASE-2
OPERATION-2202,AIRCRAFT-321,Training,2026-06-18,2026-06-21,In Progress,BASE-6,BASE-4
OPERATION-2203,AIRCRAFT-191,Mission,2026-06-18,2026-07-01,In Progress,BASE-6,BASE-2
OPERATION-2204,AIRCRAFT-402,Test,2026-06-18,2026-06-29,Planned,BASE-8,BASE-8
OPERATION-2205,AIRCRAFT-278,Mission,2026-06-18,2026-07-01,In Progress,BASE-5,BASE-9
OPERATION-2206,AIRCRAFT-417,Mission,2026-06-18,2026-06-24,Completed,BASE-6,BASE-5
OPERATION-2207,AIRCRAFT-42,Training,2026-06-18,2026-06-28,In Progress,BASE-7,BASE-7
OPERATION-2208,AIRCRAFT-14,Training,2026-06-18,2026-06-26,In Progress,BASE-4,BASE-6
OPERATION-2209,AIRCRAFT-340,Training,2026-06-18,2026-06-19,In Progress,BASE-4,BASE-10
OPERATION-221,AIRCRAFT-240,Training,2026-02-12,2026-02-12,Planned,BASE-3,BASE-7
OPERATION-2210,AIRCRAFT-485,Mission,2026-06-19,2026-06-24,Completed,BASE-2,BASE-10
OPERATION-2211,AIRCRAFT-195,Test,2026-06-19,2026-06-29,Completed,BASE-1,BASE-1
OPERATION-2212,AIRCRAFT-169,Test,2026-06-19,2026-07-01,In Progress,BASE-6,BASE-9
OPERATION-2213,AIRCRAFT-136,Test,2026-06-19,2026-06-21,Planned,BASE-6,BASE-9
OPERATION-2214,AIRCRAFT-220,Test,2026-06-19,2026-06-25,In Progress,BASE-4,BASE-5
OPERATION-2215,AIRCRAFT-374,Training,2026-06-19,2026-06-24,In Progress,BASE-4,BASE-9
OPERATION-2216,AIRCRAFT-107,Mission,2026-06-19,2026-06-26,Planned,BASE-9,BASE-2
OPERATION-2217,AIRCRAFT-454,Mission,2026-06-19,2026-07-01,Planned,BASE-5,BASE-5
OPERATION-2218,AIRCRAFT-27,Test,2026-06-19,2026-06-19,Completed,BASE-4,BASE-1
OPERATION-2219,AIRCRAFT-196,Training,2026-06-19,2026-06-27,Completed,BASE-7,BASE-3
OPERATION-222,AIRCRAFT-147,Training,2026-02-12,2026-02-15,In Progress,BASE-6,BASE-9
OPERATION-2220,AIRCRAFT-168,Mission,2026-06-19,2026-06-27,Planned,BASE-9,BASE-7
OPERATION-2221,AIRCRAFT-109,Test,2026-06-19,2026-06-19,Completed,BASE-10,BASE-3
OPERATION-2222,AIRCRAFT-395,Mission,2026-06-19,2026-06-22,Completed,BASE-5,BASE-6
OPERATION-2223,AIRCRAFT-488,Test,2026-06-19,2026-07-02,Planned,BASE-5,BASE-5
OPERATION-2224,AIRCRAFT-254,Mission,2026-06-19,2026-07-03,In Progress,BASE-10,BASE-8
OPERATION-2225,AIRCRAFT-324,Training,2026-06-19,2026-07-01,Planned,BASE-4,BASE-7
OPERATION-2226,AIRCRAFT-463,Training,2026-06-19,2026-06-27,Completed,BASE-9,BASE-9
OPERATION-2227,AIRCRAFT-391,Mission,2026-06-19,2026-06-26,In Progress,BASE-7,BASE-6
OPERATION-2228,AIRCRAFT-442,Mission,2026-06-19,2026-06-22,Completed,BASE-1,BASE-7
OPERATION-2229,AIRCRAFT-44,Training,2026-06-19,2026-06-26,In Progress,BASE-10,BASE-2
OPERATION-223,AIRCRAFT-477,Test,2026-02-12,2026-02-15,Planned,BASE-10,BASE-1
OPERATION-2230,AIRCRAFT-353,Mission,2026-06-19,2026-06-28,Completed,BASE-2,BASE-2
OPERATION-2231,AIRCRAFT-259,Training,2026-06-19,2026-06-24,Completed,BASE-4,BASE-2
OPERATION-2232,AIRCRAFT-406,Test,2026-06-19,2026-06-23,In Progress,BASE-9,BASE-10
OPERATION-2233,AIRCRAFT-147,Training,2026-06-19,2026-06-26,In Progress,BASE-7,BASE-5
OPERATION-2234,AIRCRAFT-228,Mission,2026-06-19,2026-06-29,In Progress,BASE-10,BASE-10
OPERATION-2235,AIRCRAFT-101,Training,2026-06-19,2026-07-02,Completed,BASE-4,BASE-9
OPERATION-2236,AIRCRAFT-8,Training,2026-06-19,2026-07-04,In Progress,BASE-4,BASE-6
OPERATION-2237,AIRCRAFT-477,Test,2026-06-19,2026-07-03,Completed,BASE-2,BASE-2
OPERATION-2238,AIRCRAFT-163,Training,2026-06-19,2026-07-02,Planned,BASE-1,BASE-3
OPERATION-2239,AIRCRAFT-237,Mission,2026-06-20,2026-06-23,In Progress,BASE-2,BASE-1
OPERATION-224,AIRCRAFT-482,Test,2026-02-12,2026-02-21,Planned,BASE-1,BASE-8
OPERATION-2240,AIRCRAFT-491,Mission,2026-06-20,2026-07-03,Completed,BASE-9,BASE-8
OPERATION-2241,AIRCRAFT-83,Training,2026-06-20,2026-06-24,In Progress,BASE-1,BASE-5
OPERATION-2242,AIRCRAFT-439,Training,2026-06-20,2026-06-23,Completed,BASE-5,BASE-9
OPERATION-2243,AIRCRAFT-390,Test,2026-06-20,2026-06-30,Completed,BASE-3,BASE-3
OPERATION-2244,AIRCRAFT-67,Test,2026-06-20,2026-06-29,Planned,BASE-10,BASE-6
OPERATION-2245,AIRCRAFT-471,Training,2026-06-20,2026-06-28,Planned,BASE-6,BASE-3
OPERATION-2246,AIRCRAFT-71,Test,2026-06-20,2026-06-25,In Progress,BASE-1,BASE-6
OPERATION-2247,AIRCRAFT-244,Mission,2026-06-20,2026-07-03,In Progress,BASE-2,BASE-1
OPERATION-2248,AIRCRAFT-251,Mission,2026-06-20,2026-06-29,Completed,BASE-2,BASE-9
OPERATION-2249,AIRCRAFT-360,Mission,2026-06-20,2026-07-04,Planned,BASE-10,BASE-8
OPERATION-225,AIRCRAFT-455,Test,2026-02-12,2026-02-24,Planned,BASE-8,BASE-8
OPERATION-2250,AIRCRAFT-154,Training,2026-06-20,2026-06-25,Completed,BASE-9,BASE-4
OPERATION-2251,AIRCRAFT-11,Mission,2026-06-20,2026-07-01,In Progress,BASE-5,BASE-7
OPERATION-2252,AIRCRAFT-397,Test,2026-06-20,2026-06-29,In Progress,BASE-5,BASE-9
OPERATION-2253,AIRCRAFT-173,Test,2026-06-20,2026-06-26,Planned,BASE-2,BASE-4
OPERATION-2254,AIRCRAFT-249,Training,2026-06-20,2026-06-28,Completed,BASE-2,BASE-3
OPERATION-2255,AIRCRAFT-367,Test,2026-06-20,2026-07-02,Completed,BASE-10,BASE-5
OPERATION-2256,AIRCRAFT-276,Mission,2026-06-21,2026-07-06,Planned,BASE-4,BASE-4
OPERATION-2257,AIRCRAFT-23,Mission,2026-06-21,2026-06-23,Planned,BASE-8,BASE-1
OPERATION-2258,AIRCRAFT-175,Mission,2026-06-21,2026-07-01,Planned,BASE-9,BASE-8
OPERATION-2259,AIRCRAFT-496,Training,2026-06-21,2026-07-04,In Progress,BASE-9,BASE-2
OPERATION-226,AIRCRAFT-160,Training,2026-02-12,2026-02-14,Completed,BASE-3,BASE-2
OPERATION-2260,AIRCRAFT-429,Training,2026-06-21,2026-06-28,In Progress,BASE-8,BASE-6
OPERATION-2261,AIRCRAFT-98,Training,2026-06-21,2026-06-30,Completed,BASE-2,BASE-10
OPERATION-2262,AIRCRAFT-243,Test,2026-06-21,2026-06-27,In Progress,BASE-3,BASE-7
OPERATION-2263,AIRCRAFT-65,Test,2026-06-21,2026-07-05,In Progress,BASE-2,BASE-9
OPERATION-2264,AIRCRAFT-393,Mission,2026-06-21,2026-07-04,Planned,BASE-6,BASE-8
OPERATION-2265,AIRCRAFT-457,Mission,2026-06-21,2026-07-02,Completed,BASE-9,BASE-4
OPERATION-2266,AIRCRAFT-412,Mission,2026-06-21,2026-07-03,Completed,BASE-1,BASE-4
OPERATION-2267,AIRCRAFT-400,Test,2026-06-21,2026-07-05,Planned,BASE-1,BASE-10
OPERATION-2268,AIRCRAFT-375,Mission,2026-06-21,2026-06-30,In Progress,BASE-5,BASE-9
OPERATION-2269,AIRCRAFT-332,Mission,2026-06-21,2026-06-21,Completed,BASE-5,BASE-8
OPERATION-227,AIRCRAFT-334,Test,2026-02-12,2026-02-16,Completed,BASE-10,BASE-9
OPERATION-2270,AIRCRAFT-138,Test,2026-06-21,2026-07-03,Completed,BASE-5,BASE-5
OPERATION-2271,AIRCRAFT-122,Test,2026-06-21,2026-06-22,In Progress,BASE-10,BASE-8
OPERATION-2272,AIRCRAFT-253,Training,2026-06-21,2026-07-06,Completed,BASE-9,BASE-2
OPERATION-2273,AIRCRAFT-425,Mission,2026-06-21,2026-06-22,Completed,BASE-3,BASE-3
OPERATION-2274,AIRCRAFT-139,Training,2026-06-21,2026-06-25,Planned,BASE-1,BASE-8
OPERATION-2275,AIRCRAFT-241,Mission,2026-06-21,2026-06-22,Completed,BASE-5,BASE-4
OPERATION-2276,AIRCRAFT-252,Test,2026-06-21,2026-06-21,In Progress,BASE-3,BASE-10
OPERATION-2277,AIRCRAFT-330,Mission,2026-06-21,2026-07-02,Completed,BASE-7,BASE-7
OPERATION-2278,AIRCRAFT-13,Mission,2026-06-21,2026-06-22,Completed,BASE-3,BASE-5
OPERATION-2279,AIRCRAFT-184,Training,2026-06-21,2026-06-23,Planned,BASE-5,BASE-10
OPERATION-228,AIRCRAFT-424,Test,2026-02-12,2026-02-22,Completed,BASE-5,BASE-8
OPERATION-2280,AIRCRAFT-405,Test,2026-06-21,2026-06-27,In Progress,BASE-3,BASE-1
OPERATION-2281,AIRCRAFT-231,Test,2026-06-21,2026-06-30,In Progress,BASE-2,BASE-6
OPERATION-2282,AIRCRAFT-55,Mission,2026-06-22,2026-06-24,Planned,BASE-2,BASE-3
OPERATION-2283,AIRCRAFT-273,Training,2026-06-22,2026-06-24,Completed,BASE-1,BASE-3
OPERATION-2284,AIRCRAFT-293,Test,2026-06-22,2026-06-22,In Progress,BASE-8,BASE-2
OPERATION-2285,AIRCRAFT-369,Test,2026-06-22,2026-06-29,Completed,BASE-4,BASE-3
OPERATION-2286,AIRCRAFT-150,Training,2026-06-22,2026-07-01,Completed,BASE-5,BASE-3
OPERATION-2287,AIRCRAFT-171,Test,2026-06-22,2026-06-30,In Progress,BASE-7,BASE-4
OPERATION-2288,AIRCRAFT-230,Mission,2026-06-22,2026-06-28,Planned,BASE-5,BASE-5
OPERATION-2289,AIRCRAFT-226,Mission,2026-06-22,2026-07-06,In Progress,BASE-6,BASE-10
OPERATION-229,AIRCRAFT-189,Test,2026-02-12,2026-02-25,Planned,BASE-9,BASE-4
OPERATION-2290,AIRCRAFT-270,Test,2026-06-22,2026-07-03,Completed,BASE-8,BASE-3
OPERATION-2291,AIRCRAFT-81,Test,2026-06-22,2026-06-23,In Progress,BASE-3,BASE-9
OPERATION-2292,AIRCRAFT-426,Training,2026-06-22,2026-06-28,In Progress,BASE-5,BASE-4
OPERATION-2293,AIRCRAFT-427,Test,2026-06-22,2026-07-02,Completed,BASE-5,BASE-2
OPERATION-2294,AIRCRAFT-222,Mission,2026-06-22,2026-06-28,In Progress,BASE-5,BASE-1
OPERATION-2295,AIRCRAFT-34,Test,2026-06-22,2026-06-25,Completed,BASE-3,BASE-8
OPERATION-2296,AIRCRAFT-319,Test,2026-06-22,2026-06-26,In Progress,BASE-6,BASE-10
OPERATION-2297,AIRCRAFT-376,Test,2026-06-23,2026-06-24,Planned,BASE-6,BASE-1
OPERATION-2298,AIRCRAFT-466,Training,2026-06-23,2026-06-28,In Progress,BASE-6,BASE-2
OPERATION-2299,AIRCRAFT-410,Training,2026-06-23,2026-06-28,Planned,BASE-8,BASE-9
OPERATION-23,AIRCRAFT-286,Training,2026-02-01,2026-02-03,Completed,BASE-8,BASE-9
OPERATION-230,AIRCRAFT-271,Training,2026-02-13,2026-02-27,In Progress,BASE-8,BASE-7
OPERATION-2300,AIRCRAFT-115,Training,2026-06-23,2026-06-28,Completed,BASE-8,BASE-10
OPERATION-2301,AIRCRAFT-452,Training,2026-06-23,2026-07-06,Planned,BASE-5,BASE-6
OPERATION-2302,AIRCRAFT-73,Test,2026-06-23,2026-07-03,In Progress,BASE-5,BASE-1
OPERATION-2303,AIRCRAFT-93,Mission,2026-06-23,2026-06-30,In Progress,BASE-7,BASE-5
OPERATION-2304,AIRCRAFT-120,Mission,2026-06-23,2026-07-05,Completed,BASE-3,BASE-5
OPERATION-2305,AIRCRAFT-218,Mission,2026-06-23,2026-06-29,Completed,BASE-6,BASE-1
OPERATION-2306,AIRCRAFT-363,Mission,2026-06-23,2026-06-25,In Progress,BASE-8,BASE-7
OPERATION-2307,AIRCRAFT-57,Mission,2026-06-23,2026-06-28,Completed,BASE-3,BASE-4
OPERATION-2308,AIRCRAFT-359,Training,2026-06-23,2026-06-28,Planned,BASE-3,BASE-4
OPERATION-2309,AIRCRAFT-290,Mission,2026-06-23,2026-06-29,Completed,BASE-4,BASE-3
OPERATION-231,AIRCRAFT-179,Training,2026-02-13,2026-02-26,In Progress,BASE-6,BASE-5
OPERATION-2310,AIRCRAFT-100,Training,2026-06-24,2026-07-05,Planned,BASE-6,BASE-2
OPERATION-2311,AIRCRAFT-342,Test,2026-06-24,2026-07-09,In Progress,BASE-4,BASE-8
OPERATION-2312,AIRCRAFT-476,Training,2026-06-24,2026-07-06,Completed,BASE-4,BASE-2
OPERATION-2313,AIRCRAFT-159,Training,2026-06-24,2026-07-06,Planned,BASE-7,BASE-6
OPERATION-2314,AIRCRAFT-474,Test,2026-06-24,2026-07-03,Completed,BASE-7,BASE-10
OPERATION-2315,AIRCRAFT-337,Mission,2026-06-24,2026-07-06,In Progress,BASE-8,BASE-10
OPERATION-2316,AIRCRAFT-200,Test,2026-06-24,2026-06-24,Planned,BASE-4,BASE-6
OPERATION-2317,AIRCRAFT-261,Test,2026-06-24,2026-07-05,Planned,BASE-10,BASE-10
OPERATION-2318,AIRCRAFT-75,Mission,2026-06-24,2026-07-06,Completed,BASE-4,BASE-3
OPERATION-2319,AIRCRAFT-189,Mission,2026-06-24,2026-07-09,Planned,BASE-5,BASE-7
OPERATION-232,AIRCRAFT-222,Test,2026-02-13,2026-02-24,In Progress,BASE-2,BASE-2
OPERATION-2320,AIRCRAFT-262,Training,2026-06-24,2026-06-26,Completed,BASE-3,BASE-7
OPERATION-2321,AIRCRAFT-233,Training,2026-06-24,2026-06-28,In Progress,BASE-8,BASE-1
OPERATION-2322,AIRCRAFT-299,Mission,2026-06-24,2026-07-02,Planned,BASE-7,BASE-9
OPERATION-2323,AIRCRAFT-317,Mission,2026-06-24,2026-06-27,In Progress,BASE-2,BASE-7
OPERATION-2324,AIRCRAFT-180,Training,2026-06-24,2026-06-24,Planned,BASE-10,BASE-9
OPERATION-2325,AIRCRAFT-436,Training,2026-06-24,2026-07-06,Planned,BASE-8,BASE-7
OPERATION-2326,AIRCRAFT-47,Mission,2026-06-24,2026-07-07,In Progress,BASE-7,BASE-5
OPERATION-2327,AIRCRAFT-39,Training,2026-06-24,2026-06-27,Completed,BASE-6,BASE-8
OPERATION-2328,AIRCRAFT-6,Test,2026-06-24,2026-07-04,In Progress,BASE-2,BASE-3
